Section,PosX,PosY,PosZ,Timestamp,Clamp
0cm,0.44651594465704375,0.3113006453890617,0.6638210174306063,2025-05-15T15:12:32.331864,close
0cm,0.44651594465704375,0.3113006453890617,0.6638210174306063,2025-05-15T15:12:39.346638,open
1cm,0.4469055145434223,0.31129118673630135,0.6531906155016339,2025-05-15T15:12:43.936847,close
1cm,0.4469055145434223,0.31129118673630135,0.6531906155016339,2025-05-15T15:12:50.955449,open
2cm,0.4472212555115848,0.31129286200645506,0.6426812715753127,2025-05-15T15:12:55.566224,close
2cm,0.4472212555115848,0.31129286200645506,0.6426812715753127,2025-05-15T15:13:02.605150,open
3cm,0.44755302742455466,0.31131546204119775,0.6320979583353211,2025-05-15T15:13:07.208128,close
3cm,0.44755302742455466,0.31131546204119775,0.6320979583353211,2025-05-15T15:13:14.239628,open
4cm,0.4478883039699623,0.31131147216123467,0.6216180973599732,2025-05-15T15:13:18.837028,close
4cm,0.4478883039699623,0.31131147216123467,0.6216180973599732,2025-05-15T15:13:25.864228,open
5cm,0.448209381150635,0.3111392688209153,0.610982407666433,2025-05-15T15:13:30.465246,close
5cm,0.448209381150635,0.3111392688209153,0.610982407666433,2025-05-15T15:13:37.488469,open
