Curvature_Error,Curvature_AbsError,Curvature_True,RunID
1.4228092035366985e-07,1.4228092035366985e-07,0.005,test 2
6.904002732557521e-07,6.904002732557521e-07,0.005,test 2
1.4060637441920196e-06,1.4060637441920196e-06,0.005,test 2
3.1648244209854168e-06,3.1648244209854168e-06,0.005,test 2
-3.3876511871784934e-06,3.3876511871784934e-06,0.005,test 2
7.633389772316798e-07,7.633389772316798e-07,0.005,test 2
4.094663054584821e-07,4.094663054584821e-07,0.005,test 2
9.575357631363274e-08,9.575357631363274e-08,0.005,test 2
3.192977290613838e-07,3.192977290613838e-07,0.005,test 2
1.7369516554493342e-07,1.7369516554493342e-07,0.005,test 2
4.193987493666257e-08,4.193987493666257e-08,0.005,test 2
-9.55602468624868e-07,9.55602468624868e-07,0.005,test 2
1.1979660128327504e-06,1.1979660128327504e-06,0.005,test 2
2.134048997437174e-07,2.134048997437174e-07,0.005,test 2
5.300661470057297e-07,5.300661470057297e-07,0.005,test 2
3.6022179684871286e-07,3.6022179684871286e-07,0.005,test 2
-2.006151600860047e-06,2.006151600860047e-06,0.005,test 2
-1.7429400525703978e-06,1.7429400525703978e-06,0.005,test 2
-1.601299710373219e-07,1.601299710373219e-07,0.005,test 2
9.50232883506312e-07,9.50232883506312e-07,0.005,test 2
-2.997146861640279e-07,2.997146861640279e-07,0.005,test 2
-1.636588516884703e-06,1.636588516884703e-06,0.005,test 2
-1.6471547685699417e-08,1.6471547685699417e-08,0.005,test 2
2.5243897375844954e-07,2.5243897375844954e-07,0.005,test 2
1.1569672385301419e-06,1.1569672385301419e-06,0.005,test 2
-1.2057425134793034e-06,1.2057425134793034e-06,0.005,test 2
-4.2806736517443655e-08,4.2806736517443655e-08,0.005,test 2
-4.553198158828778e-07,4.553198158828778e-07,0.005,test 2
-1.2115486023875702e-06,1.2115486023875702e-06,0.005,test 2
3.2670539562738507e-06,3.2670539562738507e-06,0.005,test 2
2.0795206110068784e-06,2.0795206110068784e-06,0.005,test 2
1.951440188419605e-06,1.951440188419605e-06,0.005,test 2
2.4070549973619765e-07,2.4070549973619765e-07,0.005,test 2
-1.8283690222681975e-07,1.8283690222681975e-07,0.005,test 2
-6.054830307940587e-07,6.054830307940587e-07,0.005,test 2
-1.2922701784255988e-06,1.2922701784255988e-06,0.005,test 2
6.799776033966295e-07,6.799776033966295e-07,0.005,test 2
1.4011113438584452e-06,1.4011113438584452e-06,0.005,test 2
6.593953113190852e-06,6.593953113190852e-06,0.005,test 2
1.644978951917224e-06,1.644978951917224e-06,0.005,test 2
3.1744179217431043e-06,3.1744179217431043e-06,0.005,test 2
-2.331565069875821e-07,2.331565069875821e-07,0.005,test 2
-3.8450861546916043e-07,3.8450861546916043e-07,0.005,test 2
-9.773897941770665e-08,9.773897941770665e-08,0.005,test 2
-3.8440342561580493e-07,3.8440342561580493e-07,0.005,test 2
9.961464381754576e-08,9.961464381754576e-08,0.005,test 2
-6.136386078523653e-08,6.136386078523653e-08,0.005,test 2
-1.1908307211930952e-07,1.1908307211930952e-07,0.005,test 2
-1.0532213970144283e-07,1.0532213970144283e-07,0.005,test 2
-2.4662425242381186e-07,2.4662425242381186e-07,0.005,test 2
-2.0078007769309264e-07,2.0078007769309264e-07,0.005,test 2
-6.391225968018291e-07,6.391225968018291e-07,0.005,test 2
1.5643413334761463e-07,1.5643413334761463e-07,0.005,test 2
-4.907154171737184e-06,4.907154171737184e-06,0.005,test 2
-2.3994081375594903e-06,2.3994081375594903e-06,0.005,test 2
1.0832381460669158e-06,1.0832381460669158e-06,0.005,test 2
-1.5098204468455036e-05,1.5098204468455036e-05,0.005,test 2
2.2150154579177878e-07,2.2150154579177878e-07,0.005,test 2
-5.455719664077159e-06,5.455719664077159e-06,0.005,test 2
-2.1449434801663197e-07,2.1449434801663197e-07,0.005,test 2
-1.5954681793859532e-07,1.5954681793859532e-07,0.005,test 2
-7.25430854536975e-07,7.25430854536975e-07,0.005,test 2
-2.315478709561704e-06,2.315478709561704e-06,0.005,test 2
-5.877231814841247e-07,5.877231814841247e-07,0.005,test 2
-1.7229357743720614e-07,1.7229357743720614e-07,0.005,test 2
-1.024801537835747e-06,1.024801537835747e-06,0.005,test 2
-6.024058997198059e-07,6.024058997198059e-07,0.005,test 2
-7.546897503362196e-07,7.546897503362196e-07,0.005,test 2
-6.341788350685065e-07,6.341788350685065e-07,0.005,test 2
-8.929880773419011e-07,8.929880773419011e-07,0.005,test 2
-1.3017952447550232e-06,1.3017952447550232e-06,0.005,test 2
-1.4483288925818197e-06,1.4483288925818197e-06,0.005,test 2
1.9108727628445663e-06,1.9108727628445663e-06,0.005,test 2
-1.4766440006109063e-06,1.4766440006109063e-06,0.005,test 2
-7.75000080824751e-06,7.75000080824751e-06,0.005,test 2
-2.2294651013223324e-06,2.2294651013223324e-06,0.005,test 2
1.4560449541232631e-06,1.4560449541232631e-06,0.005,test 2
-2.367226078843661e-06,2.367226078843661e-06,0.005,test 2
-2.0110642193630138e-06,2.0110642193630138e-06,0.005,test 2
1.2222764366283043e-06,1.2222764366283043e-06,0.005,test 2
-1.9238954960826976e-07,1.9238954960826976e-07,0.005,test 2
1.3292163755984285e-06,1.3292163755984285e-06,0.005,test 2
-4.108642835762982e-08,4.108642835762982e-08,0.005,test 2
1.1736370375608693e-06,1.1736370375608693e-06,0.005,test 2
3.938148600479349e-07,3.938148600479349e-07,0.005,test 2
2.135051167719698e-08,2.135051167719698e-08,0.005,test 2
3.0029727662774647e-07,3.0029727662774647e-07,0.005,test 2
2.4714798621799233e-07,2.4714798621799233e-07,0.005,test 2
-1.6738848254097688e-07,1.6738848254097688e-07,0.005,test 2
1.1154122260782426e-06,1.1154122260782426e-06,0.005,test 2
2.833577207399761e-06,2.833577207399761e-06,0.005,test 2
5.2738490625382425e-06,5.2738490625382425e-06,0.005,test 2
1.6648535185832466e-06,1.6648535185832466e-06,0.005,test 2
-2.3153586503907655e-06,2.3153586503907655e-06,0.005,test 2
-2.3664119693728516e-06,2.3664119693728516e-06,0.005,test 2
-8.779895467080252e-06,8.779895467080252e-06,0.005,test 2
3.7734571586975005e-06,3.7734571586975005e-06,0.005,test 2
-3.275001441470707e-07,3.275001441470707e-07,0.005,test 2
1.829975831242267e-07,1.829975831242267e-07,0.005,test 2
1.8663627657363943e-06,1.8663627657363943e-06,0.005,test 2
1.2164971778553732e-06,1.2164971778553732e-06,0.005,test 2
-9.684808238794723e-08,9.684808238794723e-08,0.005,test 2
-1.220770033086467e-06,1.220770033086467e-06,0.005,test 2
-4.5773539690627946e-07,4.5773539690627946e-07,0.005,test 2
1.1424204687717626e-07,1.1424204687717626e-07,0.005,test 2
8.572739255887502e-08,8.572739255887502e-08,0.005,test 2
-7.306744869923013e-07,7.306744869923013e-07,0.005,test 2
-2.294558990008702e-07,2.294558990008702e-07,0.005,test 2
-5.501293394872403e-08,5.501293394872403e-08,0.005,test 2
-4.791989011588421e-08,4.791989011588421e-08,0.005,test 2
1.4400093269802822e-07,1.4400093269802822e-07,0.005,test 2
6.074713591441155e-08,6.074713591441155e-08,0.005,test 2
-1.1736324802020387e-07,1.1736324802020387e-07,0.005,test 2
2.685279262134785e-07,2.685279262134785e-07,0.005,test 2
-2.9070945008983357e-07,2.9070945008983357e-07,0.005,test 2
-1.020113320074692e-07,1.020113320074692e-07,0.005,test 2
-5.4950155152673485e-08,5.4950155152673485e-08,0.005,test 2
-5.4713797587209456e-08,5.4713797587209456e-08,0.005,test 2
-3.162259081300814e-07,3.162259081300814e-07,0.005,test 2
-1.6225347800481044e-07,1.6225347800481044e-07,0.005,test 2
-6.404171456692379e-07,6.404171456692379e-07,0.005,test 2
-1.156995231202558e-06,1.156995231202558e-06,0.005,test 2
-1.0225589274085248e-06,1.0225589274085248e-06,0.005,test 2
-2.345747578793092e-07,2.345747578793092e-07,0.005,test 2
-1.8538202295210332e-07,1.8538202295210332e-07,0.005,test 2
-3.3556649303798786e-07,3.3556649303798786e-07,0.005,test 2
-3.0443118195864344e-07,3.0443118195864344e-07,0.005,test 2
-6.502764178491563e-07,6.502764178491563e-07,0.005,test 2
-3.7754104027180185e-07,3.7754104027180185e-07,0.005,test 2
-3.0805038934034884e-07,3.0805038934034884e-07,0.005,test 2
3.4568567226604674e-08,3.4568567226604674e-08,0.005,test 2
-2.1564588833112436e-07,2.1564588833112436e-07,0.005,test 2
1.1648594001704982e-08,1.1648594001704982e-08,0.005,test 2
2.993216465917853e-08,2.993216465917853e-08,0.005,test 2
3.806750236822615e-08,3.806750236822615e-08,0.005,test 2
-1.3673427282177159e-07,1.3673427282177159e-07,0.005,test 2
-9.699222231797366e-09,9.699222231797366e-09,0.005,test 2
-2.321747557135559e-07,2.321747557135559e-07,0.005,test 2
-7.094175993264257e-08,7.094175993264257e-08,0.005,test 2
-7.454569461457644e-08,7.454569461457644e-08,0.005,test 2
-4.335605510111945e-08,4.335605510111945e-08,0.005,test 2
3.530219663382822e-08,3.530219663382822e-08,0.005,test 2
-1.7681279209594974e-07,1.7681279209594974e-07,0.005,test 2
2.6854930343985645e-07,2.6854930343985645e-07,0.005,test 2
-1.0656400245730169e-08,1.0656400245730169e-08,0.005,test 2
-7.799537980832799e-08,7.799537980832799e-08,0.005,test 2
-1.1879185654335017e-07,1.1879185654335017e-07,0.005,test 2
-5.215275653176754e-09,5.215275653176754e-09,0.005,test 2
-1.1631925786199232e-07,1.1631925786199232e-07,0.005,test 2
7.13190098739977e-08,7.13190098739977e-08,0.005,test 2
-5.1562607479745115e-08,5.1562607479745115e-08,0.005,test 2
5.058785868504445e-09,5.058785868504445e-09,0.005,test 2
-1.9567596194498132e-07,1.9567596194498132e-07,0.005,test 2
-1.3615933839184607e-07,1.3615933839184607e-07,0.005,test 2
2.5075289522818317e-07,2.5075289522818317e-07,0.005,test 2
-3.075616112945337e-07,3.075616112945337e-07,0.005,test 2
-1.8061247919910067e-07,1.8061247919910067e-07,0.005,test 2
1.062078031277211e-07,1.062078031277211e-07,0.005,test 2
-9.846298555746952e-08,9.846298555746952e-08,0.005,test 2
1.3850028326555658e-07,1.3850028326555658e-07,0.005,test 2
1.414411598668272e-07,1.414411598668272e-07,0.005,test 2
1.9506616905692192e-07,1.9506616905692192e-07,0.005,test 2
6.086948712690637e-08,6.086948712690637e-08,0.005,test 2
1.5934647939596508e-07,1.5934647939596508e-07,0.005,test 2
5.253197816849908e-09,5.253197816849908e-09,0.005,test 2
1.0560717217302645e-07,1.0560717217302645e-07,0.005,test 2
-2.6564506638588475e-07,2.6564506638588475e-07,0.005,test 2
-4.432277363620313e-08,4.432277363620313e-08,0.005,test 2
-3.1092356380605507e-07,3.1092356380605507e-07,0.005,test 2
7.231335536926273e-07,7.231335536926273e-07,0.005,test 2
-5.444414088147734e-07,5.444414088147734e-07,0.005,test 2
-4.523478705229303e-07,4.523478705229303e-07,0.005,test 2
-2.2719801794513633e-07,2.2719801794513633e-07,0.005,test 2
-1.14824051850905e-07,1.14824051850905e-07,0.005,test 2
-2.2953398359174676e-07,2.2953398359174676e-07,0.005,test 2
3.283687620625128e-07,3.283687620625128e-07,0.005,test 2
2.6263632633190953e-07,2.6263632633190953e-07,0.005,test 2
-2.339077052717145e-07,2.339077052717145e-07,0.005,test 2
-1.08731298358207e-07,1.08731298358207e-07,0.005,test 2
2.3188472756795891e-07,2.3188472756795891e-07,0.005,test 2
3.452362952590868e-07,3.452362952590868e-07,0.005,test 2
5.010766820348275e-07,5.010766820348275e-07,0.005,test 2
4.889461737217146e-07,4.889461737217146e-07,0.005,test 2
-9.786568593824277e-07,9.786568593824277e-07,0.005,test 2
8.711948976027756e-08,8.711948976027756e-08,0.005,test 2
-4.7294125934006087e-07,4.7294125934006087e-07,0.005,test 2
5.917403416598119e-07,5.917403416598119e-07,0.005,test 2
1.2965245547915533e-07,1.2965245547915533e-07,0.005,test 2
-2.898484509740798e-07,2.898484509740798e-07,0.005,test 2
1.9025348401823655e-07,1.9025348401823655e-07,0.005,test 2
-3.327149626511719e-07,3.327149626511719e-07,0.005,test 2
-4.788413530175742e-07,4.788413530175742e-07,0.005,test 2
5.54278083312286e-07,5.54278083312286e-07,0.005,test 2
-1.7073539571284616e-06,1.7073539571284616e-06,0.005,test 2
6.632467115059645e-07,6.632467115059645e-07,0.005,test 2
-1.7013853419959452e-07,1.7013853419959452e-07,0.005,test 2
-4.51036461920646e-06,4.51036461920646e-06,0.005,test 2
-3.7604394560134674e-07,3.7604394560134674e-07,0.005,test 2
-1.8680682519704034e-07,1.8680682519704034e-07,0.005,test 2
3.4528485635867273e-07,3.4528485635867273e-07,0.005,test 2
1.2810662180975235e-07,1.2810662180975235e-07,0.005,test 2
-1.2250075973833235e-07,1.2250075973833235e-07,0.005,test 2
-1.3657042489002152e-07,1.3657042489002152e-07,0.005,test 2
3.0829477943011135e-07,3.0829477943011135e-07,0.005,test 2
-1.717817031338456e-07,1.717817031338456e-07,0.005,test 2
-1.0761204936263896e-07,1.0761204936263896e-07,0.005,test 2
8.253504260244404e-10,8.253504260244404e-10,0.005,test 2
-1.3634707280319597e-07,1.3634707280319597e-07,0.005,test 2
5.392911357508454e-07,5.392911357508454e-07,0.005,test 2
4.655907744960039e-07,4.655907744960039e-07,0.005,test 2
1.4904384262560619e-06,1.4904384262560619e-06,0.005,test 2
-1.0885916039860694e-07,1.0885916039860694e-07,0.005,test 2
2.025239993026437e-07,2.025239993026437e-07,0.005,test 2
-1.6497631046864802e-08,1.6497631046864802e-08,0.005,test 2
2.981087904501377e-06,2.981087904501377e-06,0.005,test 2
-1.955098269467749e-06,1.955098269467749e-06,0.005,test 2
1.9516238538323447e-06,1.9516238538323447e-06,0.005,test 2
-3.6466424503016695e-06,3.6466424503016695e-06,0.005,test 2
-3.1090158752094046e-06,3.1090158752094046e-06,0.005,test 2
-1.5816125265898442e-06,1.5816125265898442e-06,0.005,test 2
-4.0343786151132016e-07,4.0343786151132016e-07,0.005,test 2
-3.214435378992922e-07,3.214435378992922e-07,0.005,test 2
-4.494456959285367e-07,4.494456959285367e-07,0.005,test 2
2.506327409041928e-07,2.506327409041928e-07,0.005,test 2
1.1279987847858525e-07,1.1279987847858525e-07,0.005,test 2
-1.3410501263026037e-07,1.3410501263026037e-07,0.005,test 2
1.623625900141687e-07,1.623625900141687e-07,0.005,test 2
-1.697213224899699e-07,1.697213224899699e-07,0.005,test 2
5.9366778193924163e-08,5.9366778193924163e-08,0.005,test 2
-4.5448310041860257e-07,4.5448310041860257e-07,0.005,test 2
1.7407060968858967e-08,1.7407060968858967e-08,0.005,test 2
9.56279833388106e-07,9.56279833388106e-07,0.005,test 2
-1.546826817761665e-08,1.546826817761665e-08,0.005,test 2
1.1521268339972218e-07,1.1521268339972218e-07,0.005,test 2
5.152504903111962e-07,5.152504903111962e-07,0.005,test 2
5.650893598599036e-07,5.650893598599036e-07,0.005,test 2
-2.0852247286599207e-07,2.0852247286599207e-07,0.005,test 2
2.3948244038882183e-09,2.3948244038882183e-09,0.005,test 2
-6.751413654700056e-09,6.751413654700056e-09,0.005,test 2
-1.9498379616195854e-07,1.9498379616195854e-07,0.005,test 2
5.671420660446208e-08,5.671420660446208e-08,0.005,test 2
-3.611576720749868e-07,3.611576720749868e-07,0.005,test 2
-2.05255648388393e-07,2.05255648388393e-07,0.005,test 2
-1.9532575730885765e-07,1.9532575730885765e-07,0.005,test 2
4.6475296058747645e-07,4.6475296058747645e-07,0.005,test 2
-8.073446979440374e-08,8.073446979440374e-08,0.005,test 2
-1.0254871129601953e-06,1.0254871129601953e-06,0.005,test 2
8.47606489762058e-07,8.47606489762058e-07,0.005,test 2
6.170057177592309e-08,6.170057177592309e-08,0.005,test 2
6.60031186992642e-07,6.60031186992642e-07,0.005,test 2
1.374620108044941e-07,1.374620108044941e-07,0.005,test 2
1.7254284121869662e-07,1.7254284121869662e-07,0.005,test 2
-9.062015570828266e-07,9.062015570828266e-07,0.005,test 2
-1.4996698794360677e-06,1.4996698794360677e-06,0.005,test 2
1.0924920397841972e-06,1.0924920397841972e-06,0.005,test 2
-1.1573702697479163e-06,1.1573702697479163e-06,0.005,test 2
-9.74521141895203e-07,9.74521141895203e-07,0.005,test 2
-1.7568788525552936e-08,1.7568788525552936e-08,0.005,test 2
5.508373139137199e-07,5.508373139137199e-07,0.005,test 2
5.192797188453488e-07,5.192797188453488e-07,0.005,test 2
-5.267834519645867e-07,5.267834519645867e-07,0.005,test 2
9.062857855351644e-07,9.062857855351644e-07,0.005,test 2
-6.131715919290362e-07,6.131715919290362e-07,0.005,test 2
-5.907810949829298e-07,5.907810949829298e-07,0.005,test 2
-1.8580824459645331e-06,1.8580824459645331e-06,0.005,test 2
-2.9378453633753868e-06,2.9378453633753868e-06,0.005,test 2
-7.083893100318268e-06,7.083893100318268e-06,0.005,test 2
-4.7455331050405905e-06,4.7455331050405905e-06,0.005,test 2
-3.194292418885487e-05,3.194292418885487e-05,0.005,test 2
-7.362853915408342e-06,7.362853915408342e-06,0.005,test 2
-3.110520137684404e-06,3.110520137684404e-06,0.005,test 2
-1.1893844297513646e-05,1.1893844297513646e-05,0.005,test 2
-1.423166201359495e-06,1.423166201359495e-06,0.005,test 2
-1.6966006622176968e-06,1.6966006622176968e-06,0.005,test 2
-6.407408819888473e-06,6.407408819888473e-06,0.005,test 2
-8.824354147543914e-07,8.824354147543914e-07,0.005,test 2
5.638494739132992e-06,5.638494739132992e-06,0.005,test 2
-7.711313755245398e-06,7.711313755245398e-06,0.005,test 2
2.9053865943538468e-06,2.9053865943538468e-06,0.005,test 2
-5.818371565631877e-07,5.818371565631877e-07,0.005,test 2
4.531893976404515e-06,4.531893976404515e-06,0.005,test 2
4.914720549256506e-06,4.914720549256506e-06,0.005,test 2
1.1952202577198909e-06,1.1952202577198909e-06,0.005,test 2
1.3773348687224837e-06,1.3773348687224837e-06,0.005,test 2
-6.427370442653804e-07,6.427370442653804e-07,0.005,test 2
-1.7753433242690547e-07,1.7753433242690547e-07,0.005,test 2
2.815192640141448e-07,2.815192640141448e-07,0.005,test 2
3.092205806253662e-08,3.092205806253662e-08,0.005,test 2
-1.1437986711416992e-08,1.1437986711416992e-08,0.005,test 2
-7.813526886699812e-08,7.813526886699812e-08,0.005,test 2
-7.116545955049985e-08,7.116545955049985e-08,0.005,test 2
4.942060699130585e-08,4.942060699130585e-08,0.005,test 2
-6.66327905187239e-08,6.66327905187239e-08,0.005,test 2
2.9774975643902246e-08,2.9774975643902246e-08,0.005,test 2
8.787186095687155e-08,8.787186095687155e-08,0.005,test 2
-8.454715616935254e-08,8.454715616935254e-08,0.005,test 2
6.285241631841243e-09,6.285241631841243e-09,0.005,test 2
1.2566103239309775e-06,1.2566103239309775e-06,0.005,test 2
-1.4052372497965274e-06,1.4052372497965274e-06,0.005,test 2
8.452819801911191e-07,8.452819801911191e-07,0.005,test 2
-3.625546388290671e-07,3.625546388290671e-07,0.005,test 2
-6.972664440014348e-08,6.972664440014348e-08,0.005,test 2
-3.361010105689191e-07,3.361010105689191e-07,0.005,test 2
3.925958990801809e-08,3.925958990801809e-08,0.005,test 2
7.681981652445796e-08,7.681981652445796e-08,0.005,test 2
-1.4223054075647446e-08,1.4223054075647446e-08,0.005,test 2
-5.221355333312819e-07,5.221355333312819e-07,0.005,test 2
-2.62253666922542e-07,2.62253666922542e-07,0.005,test 2
1.0470546255546276e-08,1.0470546255546276e-08,0.005,test 2
-1.288363807765494e-07,1.288363807765494e-07,0.005,test 2
-3.3076805672303117e-07,3.3076805672303117e-07,0.005,test 2
6.375351340485655e-07,6.375351340485655e-07,0.005,test 2
-8.013143510303758e-07,8.013143510303758e-07,0.005,test 2
-6.74243870847982e-08,6.74243870847982e-08,0.005,test 2
-1.647234309067394e-07,1.647234309067394e-07,0.005,test 2
-3.7590086464801137e-07,3.7590086464801137e-07,0.005,test 2
-2.7528342125705124e-07,2.7528342125705124e-07,0.005,test 2
-3.872453885897867e-07,3.872453885897867e-07,0.005,test 2
2.1013397524024396e-07,2.1013397524024396e-07,0.005,test 2
4.1154705604333486e-08,4.1154705604333486e-08,0.005,test 2
9.281708536305888e-09,9.281708536305888e-09,0.005,test 2
-1.8859687102388417e-07,1.8859687102388417e-07,0.005,test 2
-1.9239087559966978e-07,1.9239087559966978e-07,0.005,test 2
-2.2891416608886855e-07,2.2891416608886855e-07,0.005,test 2
-2.569028132179754e-07,2.569028132179754e-07,0.005,test 2
4.6788961666037465e-08,4.6788961666037465e-08,0.005,test 2
-8.689900663745934e-07,8.689900663745934e-07,0.005,test 2
-4.284241647599732e-07,4.284241647599732e-07,0.005,test 2
-4.7201838128830415e-07,4.7201838128830415e-07,0.005,test 2
-1.5845297999823177e-07,1.5845297999823177e-07,0.005,test 2
-1.7208065745347861e-07,1.7208065745347861e-07,0.005,test 2
-2.4406091327523055e-07,2.4406091327523055e-07,0.005,test 2
-9.581938561781939e-08,9.581938561781939e-08,0.005,test 2
-4.367014972295885e-08,4.367014972295885e-08,0.005,test 2
-3.214574742617729e-07,3.214574742617729e-07,0.005,test 2
4.6516786163849216e-07,4.6516786163849216e-07,0.005,test 2
-3.323481551882959e-07,3.323481551882959e-07,0.005,test 2
-1.4553768711445675e-07,1.4553768711445675e-07,0.005,test 2
-2.6418968771761003e-07,2.6418968771761003e-07,0.005,test 2
-2.9882522476366163e-07,2.9882522476366163e-07,0.005,test 2
-6.62292113041453e-07,6.62292113041453e-07,0.005,test 2
1.386675607675629e-06,1.386675607675629e-06,0.005,test 2
-9.624176954036237e-07,9.624176954036237e-07,0.005,test 2
-5.4317621779771674e-08,5.4317621779771674e-08,0.005,test 2
-1.1468747468630983e-06,1.1468747468630983e-06,0.005,test 2
2.0721049911664666e-06,2.0721049911664666e-06,0.005,test 2
-2.9769197941540565e-07,2.9769197941540565e-07,0.005,test 2
-3.414143827590657e-07,3.414143827590657e-07,0.005,test 2
2.0043705330815426e-07,2.0043705330815426e-07,0.005,test 2
-1.8464182756534886e-08,1.8464182756534886e-08,0.005,test 2
-2.4727108623948807e-07,2.4727108623948807e-07,0.005,test 2
1.4906504113617464e-07,1.4906504113617464e-07,0.005,test 2
-2.63282133915535e-08,2.63282133915535e-08,0.005,test 2
4.034050965084565e-06,4.034050965084565e-06,0.01,test 1
9.608917299284633e-06,9.608917299284633e-06,0.01,test 1
-7.428033112818339e-07,7.428033112818339e-07,0.01,test 1
-8.846059435952541e-07,8.846059435952541e-07,0.01,test 1
-3.2898310655567198e-06,3.2898310655567198e-06,0.01,test 1
-2.5431308951530396e-06,2.5431308951530396e-06,0.01,test 1
-1.474481801820235e-06,1.474481801820235e-06,0.01,test 1
-1.7906061236666604e-06,1.7906061236666604e-06,0.01,test 1
-9.824723204108002e-06,9.824723204108002e-06,0.01,test 1
-4.8581330481505675e-06,4.8581330481505675e-06,0.01,test 1
7.596015912277043e-07,7.596015912277043e-07,0.01,test 1
-3.116851898972428e-07,3.116851898972428e-07,0.01,test 1
-3.1331485641928475e-06,3.1331485641928475e-06,0.01,test 1
7.745967926242603e-07,7.745967926242603e-07,0.01,test 1
-1.321928285030749e-07,1.321928285030749e-07,0.01,test 1
-2.403484953179824e-07,2.403484953179824e-07,0.01,test 1
4.943710688761621e-06,4.943710688761621e-06,0.01,test 1
-4.2097398001220143e-07,4.2097398001220143e-07,0.01,test 1
3.6021781903324e-07,3.6021781903324e-07,0.01,test 1
4.434376828772388e-06,4.434376828772388e-06,0.01,test 1
2.0603894580577264e-07,2.0603894580577264e-07,0.01,test 1
1.9961915245173684e-06,1.9961915245173684e-06,0.01,test 1
-1.078614639148448e-06,1.078614639148448e-06,0.01,test 1
1.1677889307937922e-06,1.1677889307937922e-06,0.01,test 1
3.601385756441325e-06,3.601385756441325e-06,0.01,test 1
-6.91325211937821e-08,6.91325211937821e-08,0.01,test 1
-3.751035361111363e-06,3.751035361111363e-06,0.01,test 1
4.745419280919455e-06,4.745419280919455e-06,0.01,test 1
-1.7582594226614456e-06,1.7582594226614456e-06,0.01,test 1
-4.664301785228461e-06,4.664301785228461e-06,0.01,test 1
1.956617813108838e-06,1.956617813108838e-06,0.01,test 1
-2.4119587679876514e-06,2.4119587679876514e-06,0.01,test 1
-1.457909606976393e-06,1.457909606976393e-06,0.01,test 1
2.3804883655768883e-07,2.3804883655768883e-07,0.01,test 1
-3.269817597031932e-07,3.269817597031932e-07,0.01,test 1
-1.9105395895196997e-07,1.9105395895196997e-07,0.01,test 1
-3.285235985948237e-06,3.285235985948237e-06,0.01,test 1
-3.367661019545304e-07,3.367661019545304e-07,0.01,test 1
7.193294435450803e-08,7.193294435450803e-08,0.01,test 1
-5.450707108289182e-07,5.450707108289182e-07,0.01,test 1
-3.1491742066847017e-07,3.1491742066847017e-07,0.01,test 1
-1.981334615316216e-07,1.981334615316216e-07,0.01,test 1
-2.003036223188065e-07,2.003036223188065e-07,0.01,test 1
-5.947427023610119e-08,5.947427023610119e-08,0.01,test 1
-2.736737494939828e-07,2.736737494939828e-07,0.01,test 1
-1.7970736017509925e-07,1.7970736017509925e-07,0.01,test 1
-3.293733342717847e-07,3.293733342717847e-07,0.01,test 1
-4.3192975038991444e-07,4.3192975038991444e-07,0.01,test 1
-2.2617717974036944e-07,2.2617717974036944e-07,0.01,test 1
-5.68858939923797e-07,5.68858939923797e-07,0.01,test 1
1.043216505021427e-08,1.043216505021427e-08,0.01,test 1
3.529823562071349e-07,3.529823562071349e-07,0.01,test 1
6.598266078881171e-07,6.598266078881171e-07,0.01,test 1
2.8018345647577714e-07,2.8018345647577714e-07,0.01,test 1
4.406121832598031e-07,4.406121832598031e-07,0.01,test 1
-3.615480927924436e-07,3.615480927924436e-07,0.01,test 1
2.5489059669002445e-07,2.5489059669002445e-07,0.01,test 1
-4.2395702770994803e-07,4.2395702770994803e-07,0.01,test 1
1.6839065805854952e-06,1.6839065805854952e-06,0.01,test 1
4.782121089605407e-07,4.782121089605407e-07,0.01,test 1
3.866404302502874e-07,3.866404302502874e-07,0.01,test 1
2.2946333969285637e-06,2.2946333969285637e-06,0.01,test 1
-7.715439655324452e-07,7.715439655324452e-07,0.01,test 1
1.0324093641968235e-07,1.0324093641968235e-07,0.01,test 1
-9.933234338625058e-07,9.933234338625058e-07,0.01,test 1
-1.322996043268479e-06,1.322996043268479e-06,0.01,test 1
2.2506601597450937e-06,2.2506601597450937e-06,0.01,test 1
-6.437043211706545e-07,6.437043211706545e-07,0.01,test 1
1.3099786162571597e-06,1.3099786162571597e-06,0.01,test 1
-1.6561457244664013e-06,1.6561457244664013e-06,0.01,test 1
-1.0930006888992122e-06,1.0930006888992122e-06,0.01,test 1
6.494968071198842e-07,6.494968071198842e-07,0.01,test 1
-1.1181653577305856e-06,1.1181653577305856e-06,0.01,test 1
-4.48195111501723e-07,4.48195111501723e-07,0.01,test 1
6.627448971147087e-07,6.627448971147087e-07,0.01,test 1
-1.135051165210288e-06,1.135051165210288e-06,0.01,test 1
-2.5841687955295567e-06,2.5841687955295567e-06,0.01,test 1
-3.951225196995034e-07,3.951225196995034e-07,0.01,test 1
-5.987754351545471e-08,5.987754351545471e-08,0.01,test 1
-6.674321628083457e-07,6.674321628083457e-07,0.01,test 1
2.00327102709702e-06,2.00327102709702e-06,0.01,test 1
-5.89699858978554e-07,5.89699858978554e-07,0.01,test 1
1.2800508577982123e-06,1.2800508577982123e-06,0.01,test 1
2.321259894421529e-06,2.321259894421529e-06,0.01,test 1
-1.9868487558805104e-06,1.9868487558805104e-06,0.01,test 1
4.5010473438689136e-08,4.5010473438689136e-08,0.01,test 1
-1.1709863958087735e-06,1.1709863958087735e-06,0.01,test 1
-1.2240435349423345e-06,1.2240435349423345e-06,0.01,test 1
-1.3911836583157047e-05,1.3911836583157047e-05,0.01,test 1
