FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,FFT_Mean,FFT_Std,FFT_Min,FFT_Max,FFT_Range,FFT_Peak_Index,RunID,Curvature_True,Curvature_Predicted,Curvature_Error
0.00019828248,0.00038405278,0.0018933942,0.0029150366,0.0030334883,0.003174829,0.07997929,0.095745,0.01166461,0.07521628,0.0274204263359999,0.0392571249524857,0.00019828248,0.095745,0.0955467175199999,1600,test 1,0.05,0.04999950447844333,4.955215566759819e-07
0.00018983884,0.00047021252,0.0018537177,0.0028229621,0.0031791069,0.0033512919,0.07995448,0.09574266,0.011912624,0.07564459,0.0275121483959999,0.0392813324764848,0.00018983884,0.09574266,0.09555282116,1600,test 1,0.05,0.0500007751796855,-7.751796854971182e-07
0.00018615383,0.00044785047,0.0018104863,0.0027564922,0.003234288,0.003409819,0.079925776,0.09583485,0.012002383,0.07575361,0.02753617088,0.039307769262821,0.00018615383,0.09583485,0.09564869617,1600,test 1,0.05,0.04999990864209829,9.135790171588276e-08
0.0002539956,0.00036830024,0.0019436787,0.0027091024,0.0033105023,0.0033866598,0.07993119,0.09583003,0.011989724,0.07554504,0.0275268223039999,0.0392706888784161,0.0002539956,0.09583003,0.0955760344,1600,test 1,0.05,0.049999048973987686,9.510260123163361e-07
0.00015901729,0.00048549357,0.0018533565,0.0028137655,0.0033281022,0.0035034446,0.0800289,0.09566353,0.011984679,0.07539192,0.027521220866,0.039220880982184,0.00015901729,0.09566353,0.09550451271,1600,test 1,0.05,0.049999833024209794,1.6697579020841236e-07
0.000186799,0.000391857,0.0020649927,0.0028047997,0.0031171038,0.0035941058,0.07999311,0.09538561,0.012077864,0.0756111,0.0275227342,0.0391864063458275,0.000186799,0.09538561,0.095198811,1600,test 1,0.05,0.0499999510737032,4.892629680564031e-08
0.00021309209,0.00055993005,0.0018987717,0.002743585,0.003135906,0.003418649,0.07985654,0.09513802,0.012161266,0.07595629,0.027508204984,0.0391742026609745,0.00021309209,0.09513802,0.09492492791,1600,test 1,0.05,0.04999882145607053,1.178543929475362e-06
0.00019193541,0.00048011699,0.0019602075,0.0027921752,0.0031763471,0.0033196814,0.07980769,0.09516989,0.012175255,0.07611852,0.02751918186,0.039198643737067,0.00019193541,0.09516989,0.09497795459,1600,test 1,0.05,0.04999780485626101,2.1951437389894357e-06
0.00027383328,0.0004878494,0.0018544977,0.0026548842,0.0029914565,0.003441241,0.080015056,0.095194995,0.01217345,0.07639104,0.027547830308,0.0392867550415914,0.00027383328,0.095194995,0.09492116172,1600,test 1,0.05,0.04999927894530665,7.21054693356149e-07
0.00017380809,0.00045931633,0.001983627,0.0027402139,0.003077968,0.0034279488,0.08013295,0.09519883,0.012217247,0.07680788,0.027621978912,0.0393502657372017,0.00017380809,0.09519883,0.09502502191,1600,test 1,0.05,0.05000034004784204,-3.4004784203733873e-07
0.00020481739,0.0004816667,0.0019205327,0.0027868769,0.003127374,0.0033309488,0.08027973,0.095157176,0.012230108,0.077339284,0.0276858514489999,0.0394380028929457,0.00020481739,0.095157176,0.09495235861,1600,test 1,0.05,0.05000210196126248,-2.101961262476748e-06
0.00019956274,0.0004726314,0.0019267987,0.0027150726,0.003107007,0.003381255,0.08038529,0.09498526,0.012365066,0.07772583,0.027726377344,0.0394730677830682,0.00019956274,0.09498526,0.09478569726,1600,test 1,0.05,0.05000128973694881,-1.2897369488090726e-06
0.00025026876,0.00044831703,0.0018646389,0.0026717212,0.00311922,0.0034211297,0.08052332,0.094787166,0.012472119,0.07799766,0.0277555560589999,0.0394917768590415,0.00025026876,0.094787166,0.09453689724,1600,test 1,0.05,0.05000084882298152,-8.48822981514008e-07
0.00021096208,0.00047718993,0.0019698075,0.0027237055,0.0029672822,0.0032692472,0.080705754,0.09469623,0.012673898,0.07814779,0.027784186641,0.0395248907141311,0.00021096208,0.09469623,0.09448526792,1600,test 1,0.05,0.04999906704103481,9.329589651940751e-07
0.00024177202,0.00046928227,0.0018437188,0.002810001,0.0029634451,0.0032304113,0.08073641,0.09470196,0.012806952,0.07841439,0.0278218342489999,0.0395669766128884,0.00024177202,0.09470196,0.09446018798,1600,test 1,0.05,0.050000314619896555,-3.146198965520153e-07
0.00016656282,0.00042486147,0.0018951044,0.0027531404,0.0030829336,0.0033332384,0.08071408,0.094598874,0.012894527,0.078780875,0.027864419709,0.0395869511588021,0.00016656282,0.094598874,0.09443231118,1600,test 1,0.05,0.05000082204460312,-8.220446031173556e-07
0.00018342263,0.00042098068,0.0018543883,0.002753878,0.0030728742,0.0033909876,0.080786295,0.09450429,0.013024083,0.07925523,0.027924642941,0.039641199802596,0.00018342263,0.09450429,0.09432086737,1600,test 1,0.05,0.049997182988444994,2.81701155500913e-06
0.00016924988,0.00042924035,0.0018669206,0.0027590704,0.0031694602,0.003520376,0.08101619,0.0942357,0.013154792,0.07957898,0.027989997943,0.0396501397481884,0.00016924988,0.0942357,0.09406645012,1600,test 1,0.05,0.049999780258180734,2.197418192684264e-07
0.000252187,0.00040125466,0.0019465598,0.0029718133,0.0030704415,0.0037140897,0.08110127,0.09399164,0.013263898,0.0797756,0.028048875396,0.039610036701501,0.000252187,0.09399164,0.093739453,1600,test 1,0.05,0.05000007434840789,-7.434840788855812e-08
0.00015095607,0.00036967368,0.0020373666,0.0027994679,0.002919206,0.0036965737,0.0809709,0.09371886,0.013448385,0.07997966,0.028009104895,0.0395900529306751,0.00015095607,0.09371886,0.09356790393,1600,test 1,0.05,0.04999970106392206,2.989360779401262e-07
0.00017734001,0.00040778858,0.0018989804,0.0027932292,0.0030798982,0.0034872612,0.08082958,0.09357671,0.013520291,0.08021637,0.0279987448589999,0.0395831636008096,0.00017734001,0.09357671,0.09339936999,1600,test 1,0.05,0.05000161065122559,-1.610651225586457e-06
0.00015908551,0.00045813146,0.0019873688,0.0028460168,0.0030526442,0.00346099,0.08092483,0.09349516,0.013646522,0.080534354,0.028056510277,0.039614933812913,0.00015908551,0.09349516,0.0933360744899999,1600,test 1,0.05,0.04999861215658492,1.3878434150793595e-06
0.00020775312,0.00040876894,0.0019263154,0.0028209812,0.002945911,0.0036074258,0.08114026,0.09352624,0.013660282,0.08075131,0.028099524746,0.0396876899677816,0.00020775312,0.09352624,0.09331848688,1600,test 1,0.05,0.04999976119120736,2.3880879264359667e-07
0.00021692965,0.00045332013,0.0019573595,0.0029081914,0.0030298505,0.0036167325,0.0812858,0.09355907,0.013616985,0.08106871,0.028171294868,0.0397447725090073,0.00021692965,0.09355907,0.0933421403499999,1600,test 1,0.05,0.05000044343608959,-4.434360895838596e-07
0.00019257676,0.0004360279,0.0019491101,0.0029137218,0.0029937602,0.0035994356,0.081253976,0.09359826,0.013552896,0.081072465,0.028156222936,0.0397575626762497,0.00019257676,0.09359826,0.09340568324,1600,test 1,0.05,0.04999920624075094,7.937592490653289e-07
0.000162481,0.00040892686,0.0019652138,0.0028724242,0.0030270808,0.003572895,0.081164256,0.09373902,0.013389831,0.080675215,0.028097734366,0.0397238058365273,0.000162481,0.09373902,0.093576539,1600,test 1,0.05,0.050001929135606415,-1.929135606412724e-06
0.00017808085,0.00047175944,0.0020530906,0.002828402,0.0030107382,0.0034036606,0.08117665,0.094033174,0.013215286,0.07991571,0.028028655169,0.0396794299625949,0.00017808085,0.094033174,0.09385509315,1600,test 1,0.05,0.050001584759244946,-1.584759244943612e-06
