FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Low_Band_Mean,Mid_Band_Mean,High_Band_Mean,Mid_to_Low_Band_Ratio,High_to_Mid_Band_Ratio,FFT_Peak_Index,PC1,PC2,Curvature,Position_cm,Curvature_Active
0.976378896520008,0.9789910578787816,0.9577648865715483,0.9646806000177816,0.9998413664214651,0.967556795132662,0.962784943679005,0.977920159577796,0.9672620371638456,0.9589796745466626,0.9710449469901126,0.9773595871906363,0.9667367037418273,1.0065029329693715,0.9891310387824159,1000.0,0.021034290028623698,0.08201531257513918,0.0,,0
1.0038973851060973,0.9940190261299516,0.9909506617574996,0.9937723399949632,1.0049699864500077,0.9960919628692102,0.9959363005100386,0.994874502740934,0.9936341449819632,0.9972985558666732,0.9962890243311828,0.9982780964380603,0.9954358760249022,1.0019964809992892,0.9971528771158064,1000.0,-0.007487084304420833,0.012456845315683085,0.0,,0
0.9959460691566928,0.9949465618540588,0.9921335990739388,0.9929904940305562,1.004169199590368,0.9957811339662718,0.9961503354467172,0.9968229202090308,0.9933066756983724,0.9970706224403476,0.9943420766948968,0.9976469425290654,0.9958376384486171,1.0033236709092646,0.998186428481541,1000.0,0.00044679991115129336,0.01141866699209692,0.0,,0
0.985328288152954,0.995523096077204,0.9941106875663388,0.994659328724619,1.0050972893258294,0.9940917327631644,0.9949399891946572,0.9966746036578388,0.994600692951944,0.9989935224357483,0.9916540239321656,0.9979494502712042,0.9963022020600472,1.00634841001711,0.9983493670839646,1000.0,0.011011189582243766,0.009577639682905755,0.0,,0
0.9684678329354758,1.0092839333559216,1.001030232027419,0.9974389781040924,1.000994326930276,0.9993043686464428,1.000539085735781,1.0020416545291528,0.9947761096200268,1.0021601347751383,0.9929273327729389,0.999245891226937,0.9998792461650248,1.0063635658375445,1.0006338329170512,400.0,0.027776456647537046,-0.0033516654369573915,0.0,,0
0.9747503529245438,1.0014066485630435,1.003551859852576,1.0058117318679858,1.004487058543606,1.0037450667969263,1.005966312771451,1.0032248946733988,1.0013624839399962,1.0058214296633012,0.9932362871133877,1.0046812857361729,1.0040937802620369,1.011522936456588,0.9994152319919988,1400.0,0.02118170397861779,-0.011800781308674303,0.0,,0
0.9700414361187844,1.0019969509395996,1.0070615013992927,1.0056497465792595,1.0020660472305332,1.0028679188527214,1.0047673625818845,1.004099430075875,1.002003531806216,1.0058077223266666,0.993033296152559,1.003527904220838,1.0041695116976606,1.010568233823518,1.0006393519045398,600.0,0.025859849098177737,-0.013948953421885157,0.0,,0
0.9631447117995606,1.0054274102175855,1.0061415274628358,1.003408124634234,1.0019973514659477,1.0008232370757906,1.0053120943690614,1.005493923909388,1.0037773370642682,1.006052104556954,0.9915712164933274,1.002076237725324,1.005158864974918,1.0105943184486008,1.003076240243548,600.0,0.03273733482807018,-0.013169712205510777,0.0,,0
0.9565896751685152,1.0030297352673925,1.0061511653271324,1.0030981034210562,1.002059011722276,1.000801272720765,1.0044082599904307,1.0058430137720151,1.00420023173799,1.0059571975690165,0.9885901919210133,1.0019861292880323,1.005102175767363,1.0135505465019718,1.0031098698756886,600.0,0.03927863975962906,-0.012711695573234798,0.0,,0
0.9553430208024092,0.999345573279701,1.0054682474840622,1.002775677724338,1.0005238770951226,1.00049477013018,1.0042319164752576,1.0063087046969,1.0038978828024987,1.0064315149319318,0.9867189471887241,1.0012647749832135,1.005217504726647,1.0147416119209347,1.0039477367447582,2000.0,0.040579999607895274,-0.01142329633567667,0.0,,0
0.9593296312829576,0.9921383194170194,1.0053121848190762,1.003388813625059,1.0021083266527953,1.0014057203610156,1.0041852348266742,1.005804933236859,1.0052056310938022,1.0062085857713616,0.985593378506351,1.00230095354629,1.0053510962321743,1.0169517931068681,1.0030431405608191,2000.0,0.03653325520379864,-0.010965911749885973,0.0,,0
0.9694540158748506,0.9899912939877,1.0058669809615433,1.0033124783417322,1.001085921283057,1.0006576962009004,1.004880690092234,1.0051140513663248,1.0055259155320682,1.0056151233681103,0.9884374302746979,1.00168536527523,1.0052839450896842,1.013402907047794,1.0035925250974047,600.0,0.026408112154842553,-0.010580323345961535,0.0,,0
