FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp
0.02064949,0.017879985,0.022948736,0.02214884,0.015676739,0.021163398,0.023868462,0.018672016,0.019033786,0.02279553,0.01818181818181818,2025-05-02T16:38:26.013567
0.021047246,0.018149175,0.023854006,0.023017155,0.015800199,0.021929616,0.024916884,0.019120572,0.01960663,0.023877533,0.01818181818181818,2025-05-02T16:38:26.049106
0.021041539,0.01809307,0.02390065,0.023117278,0.015799608,0.022014549,0.024954377,0.019059593,0.019677203,0.023871053,0.01818181818181818,2025-05-02T16:38:26.111193
0.021002796,0.018145874,0.023899343,0.023081109,0.015796475,0.02198027,0.024969544,0.019067135,0.019707704,0.023899956,0.01818181818181818,2025-05-02T16:38:26.152046
0.020981297,0.018134873,0.023833562,0.023063436,0.015831314,0.02199429,0.024961343,0.019039035,0.019721704,0.023919636,0.01818181818181818,2025-05-02T16:38:26.193930
0.02085882,0.018176496,0.023771698,0.023100918,0.015832849,0.021993103,0.024958536,0.019046327,0.019739637,0.02392481,0.01818181818181818,2025-05-02T16:38:26.234886
0.020957852,0.018190444,0.023801947,0.023122167,0.015861027,0.022007477,0.024952423,0.019045386,0.019741777,0.023951236,0.01818181818181818,2025-05-02T16:38:26.277857
0.021099055,0.018186184,0.02377995,0.023117367,0.015857773,0.02199361,0.024954898,0.019019317,0.01973661,0.023963196,0.01818181818181818,2025-05-02T16:38:26.340378
0.02124398,0.018197361,0.023772355,0.023130722,0.01584948,0.021985887,0.024958512,0.019014426,0.019736895,0.023951039,0.01818181818181818,2025-05-02T16:38:26.382002
0.021048434,0.018192483,0.023729058,0.023167225,0.015846493,0.022028795,0.02493639,0.018996287,0.019707404,0.023937415,0.01818181818181818,2025-05-02T16:38:26.423823
0.020945117,0.01829427,0.02368425,0.023076668,0.015829192,0.021964699,0.024870573,0.019043576,0.019629477,0.023938484,0.01818181818181818,2025-05-02T16:38:26.465201
0.020732846,0.018206408,0.023596516,0.023005765,0.015863983,0.021849364,0.024748074,0.019007595,0.019540804,0.023803994,0.01818181818181818,2025-05-02T16:38:26.507300
0.020604547,0.018059408,0.02351621,0.022907026,0.015829984,0.021807514,0.024650794,0.018910063,0.019628441,0.023836128,0.01818181818181818,2025-05-02T16:38:26.548713
0.020496923,0.018049967,0.023540908,0.022918174,0.015821999,0.021804992,0.02466673,0.018918974,0.019617144,0.023830878,0.01818181818181818,2025-05-02T16:38:26.610899
0.020434255,0.018154332,0.02360595,0.022973325,0.015836606,0.02180298,0.02471663,0.018980723,0.019559974,0.023798933,0.01818181818181818,2025-05-02T16:38:26.652795
0.020369882,0.018214978,0.02371144,0.023004655,0.015814645,0.021905283,0.024855953,0.01905366,0.01958249,0.023925118,0.01818181818181818,2025-05-02T16:38:26.694517
0.020323934,0.01813759,0.023770902,0.02315034,0.015831212,0.022036731,0.024948947,0.019014612,0.019690586,0.023945471,0.01818181818181818,2025-05-02T16:38:26.736185
