FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp
0.020958694,0.01758402,0.022663817,0.022141555,0.0159912,0.02106943,0.022289185,0.018579707,0.020194061,0.024375053,0.007142857142857143,2025-05-02T15:30:02.758381
0.021482162,0.017909573,0.02360592,0.022981869,0.016070558,0.021825239,0.023234166,0.01899756,0.020755664,0.025406789,0.007142857142857143,2025-05-02T15:30:02.794270
0.021188842,0.017920643,0.02367982,0.02295421,0.016064167,0.021813944,0.023256676,0.018986428,0.020704698,0.025443798,0.007142857142857143,2025-05-02T15:30:02.856894
0.020734796,0.017999835,0.023677595,0.022976832,0.016066145,0.021806441,0.023266831,0.0190041,0.020674692,0.025451355,0.007142857142857143,2025-05-02T15:30:02.897313
0.02011822,0.01797257,0.023672784,0.023013178,0.016064802,0.02182727,0.0232659,0.019004544,0.0206429,0.025457961,0.007142857142857143,2025-05-02T15:30:02.939471
0.019657176,0.018046765,0.023647906,0.022890912,0.01606407,0.02173605,0.023187531,0.019036049,0.02054066,0.02544747,0.007142857142857143,2025-05-02T15:30:02.980095
0.019474247,0.017914895,0.023518804,0.022838345,0.016131254,0.02159789,0.023038343,0.018975237,0.020485548,0.025310626,0.007142857142857143,2025-05-02T15:30:03.022875
0.019283038,0.01783335,0.023364222,0.022727294,0.016093437,0.021598957,0.022977497,0.018882468,0.020556815,0.025401628,0.007142857142857143,2025-05-02T15:30:03.085563
0.019065214,0.017801024,0.023315076,0.022740254,0.016086001,0.021610392,0.022998003,0.01889721,0.02056793,0.025417972,0.007142857142857143,2025-05-02T15:30:03.127027
0.018857773,0.017892875,0.023399003,0.022783058,0.01611327,0.021651113,0.023081766,0.019006334,0.020490527,0.025416357,0.007142857142857143,2025-05-02T15:30:03.168717
0.018918613,0.017947845,0.023420913,0.02285368,0.016108328,0.021741766,0.023217302,0.019086389,0.020540388,0.025574947,0.007142857142857143,2025-05-02T15:30:03.210755
0.019286057,0.017878558,0.023433415,0.022985658,0.016109897,0.021849265,0.02329218,0.019041099,0.02063838,0.025624556,0.007142857142857143,2025-05-02T15:30:03.251662
0.019641368,0.017927738,0.023444666,0.022952218,0.016067239,0.021809582,0.023295686,0.019086055,0.020662623,0.025638334,0.007142857142857143,2025-05-02T15:30:03.293722
0.020078091,0.018003874,0.023465656,0.022974296,0.016083028,0.02182646,0.02328767,0.019082732,0.020647846,0.02564601,0.007142857142857143,2025-05-02T15:30:03.356189
0.0204913,0.018030334,0.0234516,0.0229808,0.016087767,0.02183879,0.023261018,0.01910621,0.02067047,0.025646057,0.007142857142857143,2025-05-02T15:30:03.397942
0.02081889,0.018017098,0.023490377,0.022970363,0.016097594,0.021829387,0.023260439,0.01911312,0.020677144,0.025640123,0.007142857142857143,2025-05-02T15:30:03.439583
0.020856716,0.01806467,0.023523938,0.022974147,0.016112931,0.021826927,0.023271065,0.019098982,0.020678168,0.025650954,0.007142857142857143,2025-05-02T15:30:03.481515
0.020755492,0.018034268,0.023556799,0.022982776,0.016108513,0.021811469,0.023295004,0.019069586,0.02069117,0.025636382,0.007142857142857143,2025-05-02T15:30:03.522913
0.02074806,0.017991273,0.023561161,0.023005826,0.016102768,0.02183524,0.023281435,0.019049563,0.020683954,0.025632445,0.007142857142857143,2025-05-02T15:30:03.585448
0.020815225,0.018066136,0.023517268,0.022928528,0.016097384,0.021748725,0.023253165,0.019085022,0.020642431,0.025660632,0.007142857142857143,2025-05-02T15:30:03.627116
0.02088929,0.018096117,0.023451984,0.022837516,0.01608911,0.021652,0.023141611,0.019058468,0.020569215,0.025527775,0.007142857142857143,2025-05-02T15:30:03.668949
0.021111825,0.017918022,0.023303691,0.022705192,0.016074447,0.02156179,0.023014395,0.018932056,0.02066393,0.025522657,0.007142857142857143,2025-05-02T15:30:03.710594
0.02103007,0.017911075,0.023283342,0.022691399,0.016046353,0.02157266,0.023038095,0.01895427,0.020647515,0.02549985,0.007142857142857143,2025-05-02T15:30:03.752143
0.020950327,0.017881695,0.023309372,0.022695277,0.016080009,0.021557085,0.023059968,0.018998666,0.02061739,0.025463102,0.007142857142857143,2025-05-02T15:30:03.793806
0.020938275,0.018035425,0.023444379,0.022756854,0.016034676,0.021674665,0.023209535,0.019090723,0.020630805,0.025542755,0.007142857142857143,2025-05-02T15:30:03.856259
0.021267373,0.017901627,0.0234628,0.022947906,0.016079305,0.021792846,0.02332616,0.019077716,0.020751547,0.025615139,0.007142857142857143,2025-05-02T15:30:03.897925
0.021339295,0.017924855,0.023495082,0.02290134,0.016077494,0.02176481,0.023314852,0.0191042,0.020766174,0.025636544,0.007142857142857143,2025-05-02T15:30:03.939614
0.021138722,0.01793174,0.023516538,0.022903288,0.016088018,0.021749942,0.02331498,0.019103026,0.020781735,0.025613058,0.007142857142857143,2025-05-02T15:30:03.981442
0.020864177,0.017929703,0.0234719,0.022939151,0.01611595,0.021773672,0.023272313,0.019123945,0.020798767,0.025597269,0.007142857142857143,2025-05-02T15:30:04.022986
0.020816691,0.017978566,0.023480624,0.02297382,0.016112221,0.02177951,0.023268403,0.019117009,0.020797191,0.025587635,0.007142857142857143,2025-05-02T15:30:04.064537
0.020648817,0.017989555,0.02349332,0.022988643,0.01611783,0.021789549,0.023259703,0.019123461,0.020786239,0.025595328,0.007142857142857143,2025-05-02T15:30:04.127342
