FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp,Curvature_Active,Position_cm
0.0022063912,0.0019779522,0.0025354498,0.0025005501,0.0017581487,0.0023683086,0.0027248163,0.0022052806,0.0022471747,0.002251156,0.0,2025-05-05 13:50:55.181769,0,
0.0023059014,0.0019827452,0.0026236041,0.0025816965,0.0017883816,0.0024530191,0.0028273393,0.002234347,0.0023073303,0.0023638716,0.0,2025-05-05 13:50:55.217132,0,
0.0022837194,0.0019312416,0.002648934,0.0025671301,0.001803988,0.0024558222,0.0028462405,0.0022473496,0.0023097282,0.002367886,0.0,2025-05-05 13:50:55.277920,0,
0.0023612906,0.0019173728,0.0026635309,0.0025780236,0.001804141,0.002471938,0.00287026,0.0022198323,0.00230265,0.002390909,0.0,2025-05-05 13:50:55.320863,0,
0.0023857323,0.0019333415,0.002662163,0.0025776296,0.0017832697,0.0024889617,0.0028563982,0.0021927417,0.0023161063,0.0023823138,0.0,2025-05-05 13:50:55.361018,0,
0.00238183,0.001973812,0.0026701654,0.0025809715,0.0017980954,0.0024768717,0.0028511712,0.0021997958,0.0023428015,0.0023677975,0.0,2025-05-05 13:50:55.404230,0,
0.0023215064,0.002011644,0.0026866384,0.002557483,0.0018061897,0.0024950795,0.0028537738,0.0022081756,0.0023506663,0.0023566252,0.0,2025-05-05 13:50:55.445887,0,
0.0022650855,0.002048764,0.0026737247,0.002540196,0.001828884,0.0025290498,0.0028500934,0.0022202926,0.00234415,0.0023787862,0.0,2025-05-05 13:50:55.508361,0,
0.0022702855,0.002067565,0.0026864805,0.0025664754,0.0018085664,0.0024895323,0.0028522767,0.0022334338,0.0023613959,0.002366485,0.0,2025-05-05 13:50:55.548929,0,
0.002333621,0.0020880932,0.0027031186,0.0025464022,0.0018225573,0.0024903552,0.0028626502,0.002276483,0.002341144,0.0023881684,0.0,2025-05-05 13:50:55.591654,0,
0.0023880133,0.0021042717,0.0026864232,0.0025246842,0.0018059178,0.0025168539,0.0028483856,0.0023122218,0.002351536,0.0023869392,0.0,2025-05-05 13:50:55.633804,0,
0.0024049727,0.002058291,0.0026809503,0.0025188169,0.0018004277,0.0025339723,0.0028609703,0.002330245,0.0023303344,0.0023624673,0.0,2025-05-05 13:50:55.675487,0,
0.0024267,0.0020129487,0.0026928668,0.0024994798,0.0017708602,0.0025084822,0.0028494962,0.0023285837,0.0023177234,0.0023469336,0.0,2025-05-05 13:50:55.716693,0,
0.0024261412,0.00198282,0.0026841434,0.0024890935,0.001730117,0.0024695818,0.0028338754,0.0023245374,0.0023022403,0.0023081058,0.0,2025-05-05 13:50:55.779223,0,
0.0024766433,0.0019715559,0.0026861602,0.0025009795,0.0016793924,0.0024504352,0.0028477402,0.0023061724,0.0022971663,0.0023052776,0.0,2025-05-05 13:50:55.820908,0,
0.0025498983,0.0019552147,0.0026943178,0.0024955089,0.0016970111,0.0024173362,0.0028435295,0.0023108805,0.002320761,0.0023352625,0.0,2025-05-05 13:50:55.862615,0,
0.0025416461,0.0019993957,0.0027426556,0.0025105497,0.0016904311,0.0024214184,0.0028552457,0.0023327325,0.0022775142,0.0023455443,0.0,2025-05-05 13:50:55.903722,0,
0.0024476296,0.0019965013,0.0027505239,0.0025464946,0.0017071144,0.0024216713,0.0028736666,0.0023027358,0.0023075626,0.0023323535,0.0,2025-05-05 13:50:55.945842,0,
0.0024264862,0.002017966,0.002737819,0.0025366265,0.0017100385,0.0024773963,0.002871446,0.0022976403,0.0023328322,0.002319852,0.0,2025-05-05 13:50:56.008549,0,
0.0024880185,0.0020569172,0.002710702,0.0025473603,0.0017280604,0.0024756864,0.0028716207,0.0022935339,0.0023295954,0.002314519,0.0,2025-05-05 13:50:56.049456,0,
0.0024147471,0.0020927298,0.0027205972,0.002549218,0.0017432864,0.0024724137,0.0028780284,0.0023143936,0.0023347079,0.0023149932,0.0,2025-05-05 13:50:56.090652,0,
0.002383114,0.0021014349,0.0026928964,0.00257127,0.0017686355,0.002466721,0.0028591468,0.0023244733,0.002301919,0.0023105836,0.0,2025-05-05 13:50:56.132839,0,
0.002409883,0.0021017538,0.0026898675,0.0025476115,0.0018057667,0.0024753227,0.0028572527,0.0022892966,0.0023282007,0.0023079833,0.0,2025-05-05 13:50:56.175113,0,
0.0023995126,0.0020872876,0.0026878503,0.002566855,0.0018314881,0.0024833188,0.0028462524,0.002270456,0.0023166582,0.0023350792,0.0,2025-05-05 13:50:56.216849,0,
0.0023564517,0.0020844953,0.002689232,0.0025730953,0.0018026178,0.002494119,0.0028483868,0.0022651644,0.0023267895,0.0023324867,0.0,2025-05-05 13:50:56.279373,0,
0.0024093555,0.0020949182,0.0026640494,0.0026000668,0.001846122,0.0025335518,0.002808051,0.002260805,0.0023423408,0.0023025693,0.0,2025-05-05 13:50:56.320951,0,
0.002427246,0.0021068323,0.0026109838,0.0026005786,0.0018470247,0.0024827048,0.0027920564,0.0022444332,0.0023474572,0.0023065868,0.0,2025-05-05 13:50:56.362557,0,
0.0023354052,0.0020435143,0.0026239885,0.0025860474,0.0018309894,0.0024402433,0.0027771047,0.0021901329,0.0023540794,0.0023191576,0.0,2025-05-05 13:50:56.404151,0,
0.0023476582,0.0020504126,0.0026091395,0.0025947944,0.0018211453,0.002453399,0.0027777953,0.0021662097,0.002346636,0.0023097703,0.0,2025-05-05 13:50:56.446011,0,
0.0023299258,0.0020225719,0.0026462001,0.002610462,0.0018033024,0.0024491712,0.0027810175,0.0021636358,0.0023422064,0.0023135138,0.0,2025-05-05 13:50:56.487498,0,
0.0023534389,0.0019972727,0.002688733,0.002635855,0.0017714839,0.002473541,0.0027803103,0.0021776326,0.002300309,0.002311329,0.0,2025-05-05 13:50:56.549404,0,
