FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp,Section,PosX,PosY,PosZ
0.00015079232,0.00020240406,0.0007470442,0.0012247162,0.001313678,0.0012820731,0.027614944,0.041546106,0.033804294,0.05334297,0.005,2025-04-17 18:19:36.395136,,,,
0.00011707893,0.0002733582,0.00094337284,0.0014906831,0.0018095165,0.0019387902,0.038437497,0.05636961,0.03515029,0.056671087,0.005,2025-04-17 18:19:36.424204,,,,
0.00010131865,0.00035587343,0.0012244547,0.001834285,0.0022305956,0.0022995393,0.045769032,0.06695833,0.038421407,0.06465694,0.005,2025-04-17 18:19:36.464371,,,,
0.00017643087,0.00030953265,0.0014178521,0.002129442,0.0027125694,0.0023505527,0.05427652,0.078929536,0.03889283,0.07154454,0.005,2025-04-17 18:19:36.514632,,,,
0.00012259628,0.0004351719,0.0014505836,0.002477297,0.0030679847,0.002599413,0.059873473,0.09168229,0.038422402,0.078997985,0.005,2025-04-17 18:19:36.552139,,,,
0.00020423548,0.00038230474,0.0016949078,0.0028785914,0.003242409,0.0029267122,0.06778542,0.10403538,0.036087308,0.083387055,0.005,2025-04-17 18:19:36.604404,,,,
0.00028359456,0.00025355027,0.0020420293,0.003491035,0.0037310738,0.0028412207,0.07381912,0.115333505,0.031201785,0.084892236,0.005,2025-04-17 18:19:36.645535,,,,
0.00018717551,0.00045274413,0.0019540656,0.0033122608,0.0034752807,0.0030590056,0.07585193,0.11721027,0.031334873,0.08693394,0.005,2025-04-17 18:19:36.695560,,,,
0.00033122324,0.0004576776,0.0017805897,0.0031468493,0.0032441881,0.0032798047,0.0760892,0.11742514,0.031365443,0.08712601,0.005,2025-04-17 18:19:36.731779,,,,
0.0001655753,0.00043824696,0.0020023612,0.0033752096,0.0034906203,0.003218554,0.07625566,0.11774304,0.031022942,0.0870748,0.005,2025-04-17 18:19:36.784366,,,,
0.00013095317,0.00039429104,0.0018645348,0.0032673506,0.003584643,0.0029182136,0.07618089,0.1180156,0.030575437,0.087153256,0.005,2025-04-17 18:19:36.822442,,,,
0.00021946926,0.0004754613,0.0019866293,0.0032647385,0.0034377112,0.0028960311,0.075863734,0.11806165,0.029959662,0.08663128,0.005,2025-04-17 18:19:36.875546,,,,
0.00020544304,0.0004700825,0.0019516475,0.003257624,0.003456592,0.0029139302,0.0756805,0.11805749,0.02937716,0.08592783,0.005,2025-04-17 18:19:36.917311,,,,
0.00017903766,0.00041883698,0.0019311183,0.0033873804,0.003334429,0.002752532,0.075590186,0.1180984,0.028985359,0.085177585,0.005,2025-04-17 18:19:36.963258,,,,
