FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp,Section,PosX,PosY,PosZ
0.00016709417,0.00014138095,0.0006185054,0.0010311004,0.0013090927,0.0017535604,0.024753109,0.03583656,0.026022177,0.039832,0.0181818181818181,2025-04-17 18:57:21.113987,,,,
9.911121e-05,0.00028548288,0.0008266424,0.001407683,0.0015756882,0.0019465552,0.03421327,0.048286084,0.034039184,0.051256046,0.0181818181818181,2025-04-17 18:57:21.152871,,,,
9.044685e-05,0.0003162215,0.0009998328,0.0016769402,0.0019941975,0.0023064355,0.041332357,0.0584775,0.04057785,0.06423671,0.0181818181818181,2025-04-17 18:57:21.193115,,,,
0.00018740579,0.00036827987,0.0011352213,0.0020713015,0.002237689,0.0028104126,0.050955903,0.06993892,0.04606703,0.07425337,0.0181818181818181,2025-04-17 18:57:21.244866,,,,
0.00016316382,0.0003692759,0.0013711319,0.0022906964,0.002652909,0.002919948,0.05753623,0.08211015,0.04996758,0.0843561,0.0181818181818181,2025-04-17 18:57:21.282968,,,,
0.00020593792,0.00033074708,0.0016306062,0.0026374534,0.0029591837,0.0031221984,0.06602251,0.09321148,0.052302863,0.09544377,0.0181818181818181,2025-04-17 18:57:21.334591,,,,
0.00025646793,0.0004896294,0.0015945092,0.0026364839,0.002763078,0.003893012,0.07428625,0.103190355,0.051949136,0.10433401,0.0181818181818181,2025-04-17 18:57:21.373054,,,,
0.000104766885,0.00042503735,0.0019205083,0.0031465709,0.0030946224,0.004022993,0.08111736,0.11156471,0.05166116,0.11237359,0.0181818181818181,2025-04-17 18:57:21.425647,,,,
0.00027958595,0.00062003935,0.0020142698,0.0033095973,0.0033044755,0.003963723,0.081304066,0.11171786,0.05164375,0.11269197,0.0181818181818181,2025-04-17 18:57:21.463347,,,,
0.00014908062,0.0005003953,0.0019173184,0.0031872434,0.003289395,0.0038171117,0.08127058,0.111805424,0.051632773,0.112845354,0.0181818181818181,2025-04-17 18:57:21.512094,,,,
