run_label,split_type,mse,rmse,mae,r2,fitting_time_s,best_iteration,total_samples,train_samples_80_percent,test_samples_20_percent
Combined_Sessions_1_2_3_4,80_20_random,190.29774747843857,13.794844960290005,10.459553869974089,0.29006448293292464,1.6066203117370605,617,15896,12716,3180
