FFT_200Hz_Norm,FFT_400Hz_Norm,FFT_600Hz_Norm,FFT_800Hz_Norm,FFT_1000Hz_Norm,FFT_1200Hz_Norm,FFT_1400Hz_Norm,FFT_1600Hz_Norm,FFT_1800Hz_Norm,FFT_2000Hz_Norm,Curvature,Timestamp,Curvature_Active,Position_cm
0.9553246235536715,0.9804849976010734,0.9589070068777094,0.9572486450347175,0.9906559909096295,0.958002758996383,0.957830446497201,0.9727089971913124,0.9732853301465668,0.959458176096546,0.0071428571428571,2025-05-02 15:39:31.128241,0,
0.9895355316106601,0.9964655402866703,0.9943192504681637,0.9903653235280004,0.998612050281134,0.9888212327414997,0.9927038616269802,0.9915294802716631,0.9989692745076134,0.9968578319799494,0.0071428571428571,2025-05-02 15:39:31.163668,0,
0.9914319893315893,1.0063898280572252,0.9988083334683875,0.9938465631959784,0.9952973441115963,0.9952042651999199,0.9982379615797939,0.9967448439047111,0.9982374070957576,0.9989326813785954,0.0071428571428571,2025-05-02 15:39:31.226119,0,
1.002278125557472,0.9992583610245623,1.0030149073297185,1.002584898296734,1.0000868317074925,1.0003243396131751,1.0038400243790886,0.9976814786712341,1.0036593096725983,1.000900185245626,0.0071428571428571,2025-05-02 15:39:31.269008,0,
1.0083329224509794,1.0010774853873035,1.0045684093185194,1.00278598913878,0.9979338177549498,1.0004709037694086,1.0026718822490928,0.9968546991060686,1.0027538739892843,1.0003542115259232,0.0071428571428571,2025-05-02 15:39:31.311070,0,
1.0003126221644199,1.0008919929808875,1.0031815578941543,1.000874242184457,0.9985831879669621,0.9991900565428448,1.0041074950273174,0.9976509484592526,1.0033936015038891,0.9998701822728998,0.0071428571428571,2025-05-02 15:39:31.351619,0,
0.9967726622904743,1.0002564789014554,0.9986750897161526,1.0019026305042658,0.9996714819810298,0.9999636955323316,1.0033526980166414,0.998833592460215,1.0035706536202207,0.9996662299090467,0.0071428571428571,2025-05-02 15:39:31.393945,0,
0.9955818689423562,1.0014725031779863,0.9996536451271134,1.0023161474379196,0.9975995118775531,1.0000663086033006,1.003285390233741,0.9989311284532291,1.0018541060536001,0.9997974161825233,0.0071428571428571,2025-05-02 15:39:31.456463,0,
0.9996847075215491,1.0008767850457114,0.9999950849053859,1.0025066938617677,0.9979340726098213,1.0005367849932918,1.0034485010652954,0.9993601582742305,1.0017464188486302,0.9995862079407123,0.0071428571428571,2025-05-02 15:39:31.496988,0,
1.0014624868811166,1.0027858804410084,1.0018700848508906,1.0018687565608055,0.9990665839440556,1.0001578884989397,1.0043479852443227,0.9987555529534486,1.0002622489348396,0.9996136973526324,0.0071428571428571,2025-05-02 15:39:31.538293,0,
1.0049146237896702,0.999942607100653,1.0003469643124714,1.0026576547822985,0.9990428824410267,1.0005686586109113,1.0040482117732785,0.9987166135427286,0.9987329450307478,0.9990995665716241,0.0071428571428571,2025-05-02 15:39:31.580365,0,
