FFT_200Hz,FFT_400Hz,FFT_600Hz,FFT_800Hz,FFT_1000Hz,FFT_1200Hz,FFT_1400Hz,FFT_1600Hz,FFT_1800Hz,FFT_2000Hz,Curvature,Timestamp,Section,PosX,PosY,PosZ,Curvature_Label,RunID
0.00027212492,0.00038231557,0.001998137,0.0033529592,0.0034301814,0.0035399941,0.08119195,0.11223134,0.050580364,0.11145953,0.05,2025-04-17 17:01:54.621487,,,,,0.05,test 1
0.00016925891,0.00060032407,0.0020795926,0.0032831046,0.00331222,0.0036433365,0.08133307,0.11207784,0.05113969,0.11210059,0.05,2025-04-17 17:01:54.671905,,,,,0.05,test 1
0.00018013101,0.00049374346,0.0019576692,0.0031564033,0.0031305884,0.003932335,0.08174698,0.11217639,0.051491827,0.11272607,0.05,2025-04-17 17:01:54.713688,,,,,0.05,test 1
0.00030100817,0.0006556658,0.0020965522,0.003338431,0.0033198765,0.0039013312,0.08203559,0.11221751,0.05190737,0.113439724,0.05,2025-04-17 17:01:54.764786,,,,,0.05,test 1
0.00018064697,0.00054567604,0.0019871497,0.003257811,0.0033105242,0.0037669677,0.08208036,0.112148434,0.05219069,0.11390785,0.05,2025-04-17 17:01:54.803928,,,,,0.05,test 1
0.00021915382,0.00056751474,0.0019963293,0.0032533903,0.0032478003,0.0037261725,0.08204794,0.11220511,0.052107714,0.11390442,0.05,2025-04-17 17:01:54.853760,,,,,0.05,test 1
0.00022288345,0.00062045094,0.0020770524,0.0032252364,0.003196375,0.003608028,0.082069285,0.11238593,0.05170136,0.11341966,0.05,2025-04-17 17:01:54.904059,,,,,0.05,test 1
0.0002087177,0.00046464318,0.0020013063,0.003364524,0.0030863457,0.003482099,0.08202546,0.1126954,0.051130265,0.11276232,0.05,2025-04-17 17:01:54.942923,,,,,0.05,test 1
0.00021309356,0.00054063293,0.0020024674,0.0033078985,0.003191741,0.0035600215,0.08181246,0.11312859,0.05048196,0.111999676,0.05,2025-04-17 17:01:54.993939,,,,,0.05,test 1
0.00021096942,0.00051997276,0.0019992306,0.0033431395,0.003215185,0.0035839027,0.08162193,0.11351623,0.049767744,0.11123929,0.05,2025-04-17 17:01:55.034219,,,,,0.05,test 1
0.0003063658,0.0004103386,0.0020905884,0.0032960891,0.0033024405,0.0035427974,0.08161465,0.11375726,0.049098816,0.110332765,0.05,2025-04-17 17:01:55.082815,,,,,0.05,test 1
0.0001259569,0.0005880457,0.0018749229,0.0034476365,0.003378518,0.0036867617,0.08151309,0.113903224,0.048321504,0.10928916,0.05,2025-04-17 17:01:55.123045,,,,,0.05,test 1
0.0002491519,0.00041945637,0.0020331608,0.0034521255,0.0030902994,0.0037934482,0.081069045,0.11398097,0.04735532,0.107896686,0.05,2025-04-17 17:01:55.174393,,,,,0.05,test 1
0.00028746974,0.00063674577,0.001777032,0.0032071492,0.0031425292,0.0035567686,0.08047854,0.11399332,0.046624504,0.106922194,0.05,2025-04-17 17:01:55.212737,,,,,0.05,test 1
0.00028216437,0.00040403713,0.0019397587,0.0034260035,0.0033334917,0.003356463,0.08020338,0.114217035,0.045934036,0.10621964,0.05,2025-04-17 17:01:55.263445,,,,,0.05,test 1
0.00031474628,0.0005364918,0.0018644272,0.003219548,0.0030568629,0.0036140864,0.08032205,0.11468376,0.045171283,0.10561376,0.05,2025-04-17 17:01:55.302644,,,,,0.05,test 1
0.00010704056,0.00042514253,0.0020141208,0.00335611,0.0030915942,0.0037576752,0.08049783,0.11510651,0.044605978,0.105257444,0.05,2025-04-17 17:01:55.351380,,,,,0.05,test 1
0.00028259426,0.0006093613,0.0019672548,0.0034319554,0.0033077218,0.0035644795,0.08051207,0.11541704,0.044198733,0.105161645,0.05,2025-04-17 17:01:55.393432,,,,,0.05,test 1
0.00022000437,0.0005534114,0.0019206392,0.0033350044,0.0032292514,0.0034057838,0.08039864,0.115539394,0.044052523,0.10528498,0.05,2025-04-17 17:01:55.443683,,,,,0.05,test 1
0.00022769206,0.00055092806,0.0019457343,0.0032557198,0.0032525752,0.0033729682,0.08039745,0.11552714,0.044060603,0.10530986,0.05,2025-04-17 17:01:55.492737,,,,,0.05,test 1
0.00020199367,0.00061690435,0.002064096,0.0032501675,0.0031655258,0.0032795593,0.08054355,0.11541844,0.04432851,0.10555059,0.05,2025-04-17 17:01:55.532456,,,,,0.05,test 1
0.00020048703,0.0005429601,0.001945503,0.0033361558,0.003145685,0.0032525621,0.08059951,0.11539809,0.044667672,0.105832264,0.05,2025-04-17 17:01:55.584619,,,,,0.05,test 1
0.0001660603,0.0005421863,0.0020449678,0.0032168732,0.0032644891,0.0033687204,0.08055065,0.1154225,0.04479257,0.10596312,0.05,2025-04-17 17:01:55.622526,,,,,0.05,test 1
0.00013345988,0.0005562736,0.0020180813,0.0033006272,0.0032266919,0.003334737,0.08055403,0.115480825,0.044865187,0.10585662,0.05,2025-04-17 17:01:55.673039,,,,,0.05,test 1
0.00024032041,0.00044705957,0.00206611,0.0032067772,0.0033624647,0.0033578158,0.08065016,0.11535532,0.044887584,0.10568751,0.05,2025-04-17 17:01:55.711294,,,,,0.05,test 1
0.00023149756,0.00050531625,0.0019999077,0.003381101,0.0032787272,0.003675277,0.08068008,0.114990406,0.044949625,0.105432294,0.05,2025-04-17 17:01:55.764166,,,,,0.05,test 1
0.00020358097,0.00041464763,0.0022137463,0.0031556762,0.0029909583,0.0037919832,0.08042653,0.11466107,0.045035042,0.10528788,0.05,2025-04-17 17:01:55.803535,,,,,0.05,test 1
0.00019412184,0.0005856034,0.0019680026,0.003128697,0.0032347564,0.0035113925,0.080156125,0.11451093,0.045017283,0.10522854,0.05,2025-04-17 17:01:55.853735,,,,,0.05,test 1
0.00014709408,0.000581429,0.0021786522,0.003208417,0.0032971774,0.003455159,0.08013991,0.114477985,0.045187395,0.10557501,0.05,2025-04-17 17:01:55.893472,,,,,0.05,test 1
0.00028632188,0.0005262433,0.0019216521,0.0029885091,0.0030786786,0.0037135503,0.08040849,0.114566736,0.04541514,0.10600645,0.05,2025-04-17 17:01:55.945460,,,,,0.05,test 1
0.00015649712,0.0005061476,0.0020782074,0.0031825528,0.0032510757,0.0037223615,0.08080322,0.11463446,0.045893386,0.10695572,0.05,2025-04-17 17:01:55.983094,,,,,0.05,test 1
0.00011419023,0.00045773963,0.0019785855,0.0030810179,0.0033359996,0.0035745625,0.081055745,0.11446834,0.046790734,0.108257435,0.05,2025-04-17 17:01:56.036971,,,,,0.05,test 1
0.00019050325,0.00050881156,0.002019592,0.0030417566,0.0032499128,0.003573278,0.08122181,0.11412322,0.04783035,0.10945855,0.05,2025-04-17 17:01:56.075725,,,,,0.05,test 1
0.00020690152,0.00052151346,0.002077355,0.0029646768,0.003216278,0.0035720286,0.081439406,0.113709904,0.048845723,0.11045331,0.05,2025-04-17 17:01:56.124067,,,,,0.05,test 1
0.00020565385,0.0004522015,0.002023563,0.0030477443,0.0030985717,0.0034704544,0.081690915,0.113425046,0.04962275,0.111115165,0.05,2025-04-17 17:01:56.174245,,,,,0.05,test 1
0.00025348377,0.00052866136,0.0019713875,0.003041983,0.0031536084,0.0035258972,0.08177013,0.113277026,0.050086416,0.11161109,0.05,2025-04-17 17:01:56.217731,,,,,0.05,test 1
0.00022480822,0.0004984739,0.0020482792,0.0029870109,0.0032161598,0.0036282951,0.08168956,0.11329622,0.050263736,0.111742534,0.05,2025-04-17 17:01:56.264525,,,,,0.05,test 1
0.00022623935,0.0005053765,0.0020950534,0.0029750273,0.0032404286,0.0036125449,0.08169802,0.11330887,0.050120525,0.11154108,0.05,2025-04-17 17:01:56.307697,,,,,0.05,test 1
0.00012717038,0.0006093144,0.0019379203,0.0030771322,0.0034174614,0.0037806497,0.08177491,0.11324885,0.04979063,0.110949464,0.05,2025-04-17 17:01:56.351371,,,,,0.05,test 1
0.00035436652,0.0005005489,0.002078973,0.003254675,0.0032118848,0.0040307934,0.08165942,0.113135085,0.049486935,0.110445425,0.05,2025-04-17 17:01:56.393792,,,,,0.05,test 1
0.00019683652,0.00050360686,0.0021152946,0.0029296067,0.0030939544,0.0038523253,0.08128347,0.11293049,0.049353816,0.11012302,0.05,2025-04-17 17:01:56.443704,,,,,0.05,test 1
0.0002763824,0.00036595203,0.0021163516,0.0031513448,0.0034065824,0.0034924056,0.0809708,0.11269383,0.049606934,0.11035717,0.05,2025-04-17 17:01:56.486535,,,,,0.05,test 1
0.00015775337,0.00057415466,0.0022089928,0.0031057685,0.003280389,0.003596449,0.081107885,0.11255823,0.0500592,0.11088379,0.05,2025-04-17 17:01:56.535244,,,,,0.05,test 1
0.00015169436,0.00042832672,0.0020793944,0.0030455447,0.0031021049,0.003901099,0.08155639,0.11262574,0.050504617,0.11164773,0.05,2025-04-17 17:01:56.575732,,,,,0.05,test 1
0.00027651162,0.0005509488,0.00218898,0.003245933,0.0032963455,0.003933788,0.08186971,0.112638265,0.051002655,0.11244351,0.05,2025-04-17 17:01:56.625292,,,,,0.05,test 1
0.00014492642,0.00040009883,0.0020744354,0.003131279,0.0032873782,0.0038186766,0.08189218,0.11260441,0.051282644,0.11288843,0.05,2025-04-17 17:01:56.664511,,,,,0.05,test 1
0.00020242037,0.0004275638,0.0020911074,0.0031335622,0.0032499456,0.0037810204,0.08189488,0.1125906,0.05136142,0.11304173,0.05,2025-04-17 17:01:56.713952,,,,,0.05,test 1
0.000197059,0.00049843587,0.0021475502,0.003105645,0.0032017766,0.003711287,0.082022876,0.11254084,0.051384907,0.113020785,0.05,2025-04-17 17:01:56.753740,,,,,0.05,test 1
0.00019763807,0.00038186085,0.0020392751,0.0032257421,0.0030756977,0.0036093649,0.08206774,0.11260115,0.051296853,0.11289997,0.05,2025-04-17 17:01:56.803638,,,,,0.05,test 1
0.00020695655,0.00048073457,0.0020476773,0.0031549677,0.0031732451,0.0036926223,0.08197497,0.11273396,0.05127165,0.1128043,0.05,2025-04-17 17:01:56.854725,,,,,0.05,test 1
0.00019632342,0.0004903182,0.0020717222,0.0031671585,0.0032315785,0.0037400522,0.0818838,0.112893075,0.051114097,0.1126329,0.05,2025-04-17 17:01:56.892822,,,,,0.05,test 1
0.0002806304,0.00040754525,0.0021379935,0.0030936657,0.0033343076,0.0037263993,0.082011625,0.112763874,0.051233687,0.112601526,0.05,2025-04-17 17:01:56.945407,,,,,0.05,test 1
0.00010131112,0.00060914515,0.0019176118,0.0032455402,0.0034051808,0.0039178357,0.08217144,0.11236697,0.051697925,0.112909704,0.05,2025-04-17 17:01:56.983026,,,,,0.05,test 1
0.00022562765,0.00047299248,0.0020949598,0.0032335096,0.0031192244,0.00408228,0.08207961,0.111659415,0.05244799,0.11343636,0.05,2025-04-17 17:01:57.032504,,,,,0.05,test 1
0.00026317523,0.00065860164,0.0018926562,0.0030171932,0.0031479513,0.003869529,0.0818626,0.11070044,0.053717487,0.11457002,0.05,2025-04-17 17:01:57.073713,,,,,0.05,test 1
0.00027804714,0.00035966816,0.002050423,0.003298526,0.003381102,0.0036781987,0.081850216,0.109971546,0.05496011,0.115804516,0.05,2025-04-17 17:01:57.123124,,,,,0.05,test 1
0.00022875228,0.0005307877,0.0020050958,0.0030974667,0.0031241302,0.0039723283,0.08215596,0.10955292,0.055979833,0.11690971,0.05,2025-04-17 17:01:57.163768,,,,,0.05,test 1
0.00010150388,0.00042235426,0.002044678,0.003138821,0.0030311127,0.0042894376,0.08255847,0.10925598,0.05693064,0.11803044,0.05,2025-04-17 17:01:57.213843,,,,,0.05,test 1
0.00031343068,0.0006017186,0.0021238604,0.0032673695,0.0032339096,0.004305211,0.08277422,0.108990826,0.057654347,0.11887907,0.05,2025-04-17 17:01:57.253539,,,,,0.05,test 1
0.00019112106,0.00050020585,0.0020257954,0.0031519139,0.0032595184,0.004219301,0.08283756,0.108818114,0.058052063,0.1194131,0.05,2025-04-17 17:01:57.305728,,,,,0.05,test 1
0.00023132497,0.00052108394,0.0020301025,0.0030981423,0.0032509926,0.0041983984,0.08289482,0.10877921,0.05812338,0.11947566,0.05,2025-04-17 17:01:57.341399,,,,,0.05,test 1
0.00020918222,0.00059868715,0.002106604,0.0031443408,0.0031813285,0.0040863035,0.082964025,0.10880384,0.058095437,0.11939632,0.05,2025-04-17 17:01:57.394146,,,,,0.05,test 1
0.00020317944,0.00049935724,0.0020454128,0.003235802,0.0031314148,0.004040517,0.08296701,0.10895371,0.05802189,0.119236544,0.05,2025-04-17 17:01:57.444471,,,,,0.05,test 1
0.00020182581,0.00056238903,0.002076405,0.0031721909,0.0032002146,0.0040840255,0.08288414,0.109132856,0.057892036,0.119121656,0.05,2025-04-17 17:01:57.486040,,,,,0.05,test 1
0.00017610594,0.00056370697,0.0020708276,0.0031585458,0.0032120398,0.0040969495,0.08289907,0.109168,0.057891276,0.11909713,0.05,2025-04-17 17:01:57.534458,,,,,0.05,test 1
0.00027409417,0.0004605745,0.0021154094,0.003120266,0.0032888541,0.004107009,0.08295572,0.10908732,0.057908367,0.11901052,0.05,2025-04-17 17:01:57.575961,,,,,0.05,test 1
0.00018946874,0.00054373394,0.002053968,0.0032953946,0.0032354847,0.00429621,0.082911484,0.10895003,0.057766493,0.11866547,0.05,2025-04-17 17:01:57.622952,,,,,0.05,test 1
0.00020747578,0.00045806644,0.0022596295,0.0030989887,0.0029559173,0.004320168,0.08263249,0.10872727,0.05760416,0.11829539,0.05,2025-04-17 17:01:57.664139,,,,,0.05,test 1
0.00027600015,0.00069422834,0.0019478519,0.00303756,0.003156123,0.00398035,0.082290545,0.10869447,0.057349782,0.11802321,0.05,2025-04-17 17:01:57.711250,,,,,0.05,test 1
0.00021138124,0.00044615907,0.002181837,0.003325373,0.0033373889,0.0037674597,0.08217325,0.108927466,0.056941994,0.11773065,0.05,2025-04-17 17:01:57.755317,,,,,0.05,test 1
0.00028754302,0.00053289713,0.0020028157,0.0030840475,0.0030758372,0.003997195,0.08233304,0.10922651,0.056727152,0.11777697,0.05,2025-04-17 17:01:57.803690,,,,,0.05,test 1
7.8945304e-05,0.00042504503,0.0021145546,0.0031518117,0.0030979447,0.0041693947,0.082570754,0.10952251,0.056618776,0.1178875,0.05,2025-04-17 17:01:57.843824,,,,,0.05,test 1
0.0002526864,0.00055913953,0.0021335206,0.0032770426,0.0033011918,0.0040373933,0.08267392,0.10977426,0.056457553,0.11797097,0.05,2025-04-17 17:01:57.895099,,,,,0.05,test 1
0.00018285919,0.00049471407,0.002066524,0.0032332342,0.003318821,0.0039323857,0.08269126,0.10988093,0.056452382,0.11806574,0.05,2025-04-17 17:01:57.936970,,,,,0.05,test 1
0.00021184116,0.000491727,0.0021047287,0.0032000032,0.0033281161,0.0038595058,0.082732774,0.10982595,0.05655205,0.11810566,0.05,2025-04-17 17:01:57.984935,,,,,0.05,test 1
0.00018273616,0.0005407227,0.0021799593,0.003195438,0.0032395346,0.0037254621,0.08282372,0.109734274,0.05674676,0.11818284,0.05,2025-04-17 17:01:58.024082,,,,,0.05,test 1
0.00020046365,0.0004885952,0.0020367312,0.0032629555,0.0031966704,0.0036949157,0.082840376,0.109770395,0.05685224,0.11818658,0.05,2025-04-17 17:01:58.075779,,,,,0.05,test 1
0.00017568447,0.0005030655,0.0020567076,0.0032284781,0.003252452,0.003785541,0.08282123,0.10968863,0.05704092,0.11841023,0.05,2025-04-17 17:01:58.123033,,,,,0.05,test 1
0.00016616362,0.0005195739,0.0020314606,0.0032271312,0.003225967,0.0037814183,0.0828416,0.10955475,0.057259735,0.11855779,0.05,2025-04-17 17:01:58.164891,,,,,0.05,test 1
0.00021820763,0.00047071546,0.0020799045,0.0031934131,0.0033123286,0.0038978416,0.08296416,0.109302714,0.057487506,0.11863511,0.05,2025-04-17 17:01:58.213752,,,,,0.05,test 1
0.00027585638,0.00048995967,0.002083083,0.0033906298,0.0031761255,0.004139753,0.082971714,0.10876182,0.057892427,0.11872526,0.05,2025-04-17 17:01:58.251261,,,,,0.05,test 1
0.00018947624,0.00043933268,0.0022073518,0.0031414179,0.0029133398,0.004141033,0.0827594,0.10820624,0.058363125,0.11892301,0.05,2025-04-17 17:01:58.302517,,,,,0.05,test 1
0.00024975857,0.0006199875,0.0018816064,0.0031220657,0.0031790899,0.0038122444,0.08249539,0.107904814,0.058629457,0.11905857,0.05,2025-04-17 17:01:58.343902,,,,,0.05,test 1
0.0001730768,0.00051105337,0.0020852797,0.0033041015,0.003269184,0.0036788275,0.08241924,0.107670635,0.058970705,0.11945389,0.05,2025-04-17 17:01:58.392083,,,,,0.05,test 1
0.000339899,0.00054956466,0.001840038,0.0030705405,0.0029762143,0.003968099,0.08262364,0.107551545,0.059350006,0.11998732,0.05,2025-04-17 17:01:58.433874,,,,,0.05,test 1
0.000110438035,0.0004254676,0.0020052528,0.0032130373,0.0030021353,0.00413587,0.082876205,0.10739703,0.059790924,0.120581605,0.05,2025-04-17 17:01:58.482721,,,,,0.05,test 1
0.00024214135,0.00057684246,0.0020225258,0.0033109917,0.0031818675,0.004045046,0.0830313,0.10725361,0.060255975,0.121146865,0.05,2025-04-17 17:01:58.521277,,,,,0.05,test 1
0.00019595881,0.00053310173,0.0019579611,0.0032722822,0.0031756465,0.003977227,0.083101004,0.10695608,0.06081971,0.12159,0.05,2025-04-17 17:01:58.574585,,,,,0.05,test 1
0.00024418722,0.0005595614,0.0019933418,0.003240797,0.0031604639,0.0039621424,0.0831776,0.10671464,0.061231267,0.12179829,0.05,2025-04-17 17:01:58.614046,,,,,0.05,test 1
0.00021344447,0.0005676844,0.001976588,0.003276638,0.0030603092,0.003827099,0.08321876,0.106692396,0.061369535,0.12173779,0.05,2025-04-17 17:01:58.668062,,,,,0.05,test 1
0.00022010779,0.00057491637,0.0018972214,0.0032893752,0.0030348662,0.0037899488,0.08320228,0.1068753,0.06115604,0.12156116,0.05,2025-04-17 17:01:58.714903,,,,,0.05,test 1
0.00018371972,0.00056278356,0.0020073385,0.0032665748,0.003075581,0.0038394015,0.08311949,0.10720748,0.06071144,0.12124777,0.05,2025-04-17 17:01:58.756440,,,,,0.05,test 1
0.00018400306,0.00057527504,0.0020411154,0.003235436,0.0030796928,0.0038104265,0.08307248,0.10760199,0.060102057,0.12075959,0.05,2025-04-17 17:01:58.806126,,,,,0.05,test 1
0.00017445335,0.0005908094,0.0019506331,0.0032678526,0.0031551642,0.003914788,0.08308724,0.10779344,0.05950504,0.12019199,0.05,2025-04-17 17:01:58.844934,,,,,0.05,test 1
0.0003235612,0.00053790957,0.0020102744,0.0034076266,0.00297801,0.004105614,0.08300345,0.107826136,0.05908376,0.11964563,0.05,2025-04-17 17:01:58.894573,,,,,0.05,test 1
0.00020193303,0.0004821574,0.0021360754,0.003156086,0.0027707897,0.004050775,0.08273571,0.107785046,0.058867224,0.11931506,0.05,2025-04-17 17:01:58.932894,,,,,0.05,test 1
0.00021681396,0.0006009796,0.0019100698,0.0032378808,0.0030519706,0.0037029334,0.0824186,0.10767179,0.058862783,0.11920555,0.05,2025-04-17 17:01:58.986140,,,,,0.05,test 1
0.00014838687,0.00061872584,0.0021336684,0.0033182404,0.003095036,0.0036210907,0.08233805,0.1075661,0.059077013,0.11947438,0.05,2025-04-17 17:01:59.028220,,,,,0.05,test 1
0.0003092725,0.0006083696,0.001838346,0.0030678047,0.0027945389,0.0038605933,0.08253126,0.10753636,0.0593305,0.119888395,0.05,2025-04-17 17:01:59.075193,,,,,0.05,test 1
0.00012543904,0.00050988136,0.002008031,0.0032278728,0.0028445022,0.004018753,0.08279059,0.10761661,0.059472274,0.12028792,0.05,2025-04-17 17:01:59.113107,,,,,0.05,test 1
0.00018969754,0.00057551125,0.0020141304,0.0032768683,0.0029996017,0.003947861,0.082908936,0.107804306,0.05945427,0.1204907,0.05,2025-04-17 17:01:59.165502,,,,,0.05,test 1
0.00018121398,0.0005644546,0.0020043303,0.0032152722,0.003014236,0.003870328,0.08293572,0.107936576,0.059378937,0.12045654,0.05,2025-04-17 17:01:59.208105,,,,,0.05,test 1
0.0001913506,0.000595792,0.0020128407,0.0032102254,0.003000208,0.0038355272,0.08296566,0.10820371,0.059083737,0.12010482,0.05,2025-04-17 17:01:59.259106,,,,,0.05,test 1
0.0001751027,0.00058341725,0.0020342087,0.003290128,0.0029039625,0.0037591164,0.08302266,0.10838008,0.058872096,0.11981466,0.05,2025-04-17 17:01:59.291451,,,,,0.05,test 1
0.00022121954,0.0006336453,0.0019726818,0.0032548239,0.002925813,0.0037803806,0.08302747,0.10834514,0.05896133,0.119949654,0.05,2025-04-17 17:01:59.341600,,,,,0.05,test 1
0.00017574288,0.00062264997,0.0020516103,0.0031656066,0.0029763964,0.003843203,0.083001286,0.10823255,0.05921583,0.12016739,0.05,2025-04-17 17:01:59.392144,,,,,0.05,test 1
0.00018680743,0.00058089057,0.0020783504,0.0031166628,0.0030092949,0.0038998886,0.08306143,0.10803147,0.059494857,0.12037214,0.05,2025-04-17 17:01:59.433485,,,,,0.05,test 1
0.00011663884,0.0006401124,0.0019434083,0.0032276877,0.0030971223,0.004083506,0.08315723,0.107706346,0.05973323,0.12037453,0.05,2025-04-17 17:01:59.481477,,,,,0.05,test 1
0.00031613774,0.0005151647,0.0020856718,0.0033670207,0.0029009217,0.0043076533,0.08311482,0.10730428,0.059996616,0.120380975,0.05,2025-04-17 17:01:59.522655,,,,,0.05,test 1
0.00016843235,0.0005064183,0.0021491875,0.0030641581,0.0027531695,0.0041783103,0.08284653,0.10698309,0.06016676,0.12036116,0.05,2025-04-17 17:01:59.573577,,,,,0.05,test 1
0.0002085735,0.0004776623,0.0020314986,0.0032527659,0.0030646475,0.0038286701,0.082540564,0.10664137,0.060408298,0.12054605,0.05,2025-04-17 17:01:59.612103,,,,,0.05,test 1
0.00016962588,0.00061217346,0.002194471,0.0033186087,0.0030406986,0.0038230622,0.082477175,0.106468506,0.060651455,0.12095255,0.05,2025-04-17 17:01:59.663912,,,,,0.05,test 1
0.00028965133,0.0005271305,0.0019352643,0.0030801122,0.002777372,0.004069796,0.082681485,0.10684075,0.0603282,0.12088863,0.05,2025-04-17 17:01:59.705580,,,,,0.05,test 1
0.0001642923,0.0004938378,0.002100336,0.0032566488,0.0029007313,0.0041269776,0.08288705,0.107528515,0.05967776,0.12064463,0.05,2025-04-17 17:01:59.755509,,,,,0.05,test 1
0.00016494378,0.0005074221,0.0020876986,0.0033116736,0.0030208325,0.0040534534,0.08295072,0.108060844,0.059171543,0.120388016,0.05,2025-04-17 17:01:59.793748,,,,,0.05,test 1
0.00018435813,0.0005178968,0.0020718372,0.0033117272,0.003006848,0.0039805067,0.08291837,0.10845034,0.058621813,0.11994803,0.05,2025-04-17 17:01:59.841525,,,,,0.05,test 1
0.00019715953,0.0005441649,0.0020804391,0.0033008317,0.0029899043,0.003858061,0.08290597,0.10883303,0.058083557,0.119405776,0.05,2025-04-17 17:01:59.881238,,,,,0.05,test 1
0.00018558212,0.00046503375,0.00202157,0.0033827904,0.0029183184,0.0037368853,0.0829251,0.10916414,0.057603803,0.118931025,0.05,2025-04-17 17:01:59.932655,,,,,0.05,test 1
0.0002259058,0.0005264288,0.0019733598,0.0033341898,0.0029807168,0.0037687847,0.0828357,0.109474644,0.057221584,0.118606865,0.05,2025-04-17 17:01:59.974768,,,,,0.05,test 1
0.00019254649,0.0005065127,0.0020680833,0.0033304163,0.003036633,0.0038134307,0.08272009,0.1097793,0.056919303,0.11829413,0.05,2025-04-17 17:02:00.023794,,,,,0.05,test 1
0.0002168127,0.00046957732,0.0020584872,0.0032526758,0.003091985,0.0038119468,0.08275977,0.10978547,0.05684129,0.11813467,0.05,2025-04-17 17:02:00.075739,,,,,0.05,test 1
9.063126e-05,0.00060173747,0.001884239,0.003328262,0.0031955224,0.0039579445,0.082877986,0.109584786,0.056937683,0.11796437,0.05,2025-04-17 17:02:00.114214,,,,,0.05,test 1
0.00031798394,0.0004754333,0.0020488028,0.0033965195,0.0029881168,0.0041362303,0.082766086,0.109478995,0.056731064,0.11758056,0.05,2025-04-17 17:02:00.164083,,,,,0.05,test 1
0.00015545373,0.0004949449,0.0020487232,0.0031306245,0.0029419006,0.00390408,0.08233341,0.10952009,0.0561853,0.11690675,0.05,2025-04-17 17:02:00.207740,,,,,0.05,test 1
0.00025582954,0.00037454756,0.0020437422,0.003311912,0.0032765223,0.003499893,0.081915624,0.109705515,0.055575013,0.11636509,0.05,2025-04-17 17:02:00.255121,,,,,0.05,test 1
0.0001724637,0.0005941079,0.0021164012,0.003225289,0.003165936,0.003566099,0.08184417,0.11027535,0.05466353,0.11565556,0.05,2025-04-17 17:02:00.294059,,,,,0.05,test 1
0.00020473456,0.0004894499,0.0019442881,0.0030888384,0.0030039628,0.003831376,0.08205641,0.111030735,0.053656943,0.11500778,0.05,2025-04-17 17:02:00.344739,,,,,0.05,test 1
0.0002839309,0.00060390413,0.0020773683,0.0032535226,0.0032182473,0.0038084718,0.08220036,0.111685365,0.052845225,0.11456181,0.05,2025-04-17 17:02:00.381522,,,,,0.05,test 1
0.000170592,0.000486659,0.001965498,0.0031456794,0.0032444585,0.003656945,0.08211186,0.11215686,0.052093226,0.11396398,0.05,2025-04-17 17:02:00.432143,,,,,0.05,test 1
0.00021963548,0.0005056372,0.0019861832,0.0030830146,0.0032179307,0.003594896,0.081950985,0.1125452,0.051362418,0.1132488,0.05,2025-04-17 17:02:00.474449,,,,,0.05,test 1
0.0002161569,0.0005711718,0.0020534846,0.0030703533,0.0031714444,0.0034835152,0.08191886,0.11280554,0.05079514,0.11256126,0.05,2025-04-17 17:02:00.523495,,,,,0.05,test 1
